 -0.95999997854232788      ,           3
 -0.95981997853517531      ,           3
 -0.95963997852802274      ,           3
 -0.95945997852087017      ,           3
 -0.95927997851371760      ,           3
 -0.95909997850656514      ,           3
 -0.95891997849941257      ,           3
 -0.95873997849226000      ,           3
 -0.95855997848510743      ,           3
 -0.95837997847795486      ,           3
 -0.95819997847080229      ,           3
 -0.95801997846364972      ,           3
 -0.95783997845649715      ,           3
 -0.95765997844934458      ,           3
 -0.95747997844219213      ,           3
 -0.95729997843503956      ,           3
 -0.95711997842788699      ,           3
 -0.95693997842073442      ,           3
 -0.95675997841358185      ,           3
 -0.95657997840642928      ,           3
 -0.95639997839927671      ,           3
 -0.95621997839212414      ,           3
 -0.95603997838497157      ,           3
 -0.95585997837781911      ,           3
 -0.95567997837066654      ,           3
 -0.95549997836351397      ,           3
 -0.95531997835636140      ,           3
 -0.95513997834920883      ,           3
 -0.95495997834205626      ,           3
 -0.95477997833490369      ,           3
 -0.95459997832775112      ,           3
 -0.95441997832059855      ,           3
 -0.95423997831344609      ,           3
 -0.95405997830629352      ,           3
 -0.95387997829914095      ,           3
 -0.95369997829198838      ,           3
 -0.95351997828483581      ,           3
 -0.95333997827768324      ,           3
 -0.95315997827053067      ,           3
 -0.95297997826337810      ,           3
 -0.95279997825622553      ,           3
 -0.95261997824907307      ,           3
 -0.95243997824192050      ,           3
 -0.95225997823476793      ,           3
 -0.95207997822761536      ,           3
 -0.95189997822046279      ,           3
 -0.95171997821331022      ,           3
 -0.95153997820615766      ,           3
 -0.95135997819900509      ,           3
 -0.95117997819185252      ,           3
 -0.95099997818470006      ,           3
 -0.95081997817754749      ,           3
 -0.95063997817039492      ,           3
 -0.95045997816324235      ,           3
 -0.95027997815608978      ,           2
 -0.95009997814893721      ,           2
 -0.94991997814178464      ,           2
 -0.94973997813463207      ,           2
 -0.94955997812747950      ,           2
 -0.94937997812032704      ,           2
 -0.94919997811317447      ,           2
 -0.94901997810602190      ,           2
 -0.94883997809886933      ,           2
 -0.94865997809171676      ,           2
 -0.94847997808456419      ,           2
 -0.94829997807741162      ,           2
 -0.94811997807025905      ,           2
 -0.94793997806310659      ,           2
 -0.94775997805595402      ,           2
