 # Cycle    Energy/N    Magnetization/N
        1388  -1.60000002      0.879999995    
        1390  -1.55999994      0.879999995    
        1392  -1.39999998      0.699999988    
        1394  -1.24000001      0.660000026    
        1396  -1.32000005      0.740000010    
        1398  -1.08000004      0.660000026    
        1400  -1.51999998      0.819999993    
        1402  -1.51999998      0.800000012    
        1404  -1.88000000      0.959999979    
        1406  -2.00000000       1.00000000    
        1408  -1.88000000      0.959999979    
        1410  -1.88000000      0.959999979    
        1412  -2.00000000       1.00000000    
        1414  -1.67999995      0.899999976    
        1416  -1.60000002      0.860000014    
        1418  -1.39999998      0.699999988    
        1420  -1.75999999      0.899999976    
        1422  -1.84000003      0.959999979    
        1424  -1.39999998      0.819999993    
        1426  -1.91999996      0.980000019    
        1428  -1.84000003      0.959999979    
        1430  -2.00000000       1.00000000    
        1432  -1.55999994      0.860000014    
        1434  -1.91999996      0.980000019    
        1436  -1.72000003      0.899999976    
        1438  -1.75999999      0.939999998    
        1440  -1.72000003      0.920000017    
        1442  -1.51999998      0.800000012    
        1444  -1.51999998      0.800000012    
        1446  -1.24000001      0.680000007    
        1448  -1.60000002      0.860000014    
        1450  -1.63999999      0.839999974    
        1452  -1.32000005      0.800000012    
        1454  -1.48000002      0.839999974    
        1456  -1.32000005      0.800000012    
        1458  -1.39999998      0.720000029    
        1460  -1.12000000      0.500000000    
        1462  -1.27999997      0.620000005    
        1464  -1.55999994      0.839999974    
        1466  -1.79999995      0.939999998    
        1468  -1.48000002      0.860000014    
        1470  -1.75999999      0.939999998    
        1472  -1.75999999      0.939999998    
        1474  -1.79999995      0.939999998    
        1476  -1.75999999      0.939999998    
        1478  -1.84000003      0.959999979    
        1480  -1.75999999      0.939999998    
        1482  -1.75999999      0.939999998    
        1484  -1.84000003      0.920000017    
        1486  -1.55999994      0.819999993    
        1488  -1.75999999      0.939999998    
        1490  -1.84000003      0.959999979    
        1492  -1.79999995      0.939999998    
        1494  -1.91999996      0.980000019    
        1496  -1.91999996      0.980000019    
        1498  -1.63999999      0.879999995    
        1500  -1.63999999      0.879999995    
        1502  -1.44000006      0.800000012    
        1504  -1.72000003      0.899999976    
        1506  -1.72000003      0.920000017    
        1508  -1.79999995      0.939999998    
        1510  -1.55999994      0.720000029    
        1512  -1.60000002      0.860000014    
        1514  -1.67999995      0.899999976    
        1516  -1.91999996      0.980000019    
        1518  -1.88000000      0.959999979    
        1520  -1.84000003      0.959999979    
        1522  -1.84000003      0.959999979    
        1524  -1.48000002      0.759999990    
        1526  -1.27999997      0.540000021    
        1528  -1.32000005      0.639999986    
        1530  -1.32000005      0.600000024    
        1532  -1.48000002      0.620000005    
        1534  -1.12000000      0.460000008    
        1536  -1.24000001      0.660000026    
        1538  -1.39999998      0.759999990    
        1540  -1.51999998      0.819999993    
        1542  -1.75999999      0.920000017    
        1544  -1.72000003      0.920000017    
        1546  -1.75999999      0.939999998    
        1548  -1.75999999      0.920000017    
        1550  -1.84000003      0.959999979    
        1552  -1.75999999      0.939999998    
        1554  -1.91999996      0.980000019    
        1556  -1.88000000      0.959999979    
        1558  -1.72000003      0.899999976    
        1560  -1.84000003      0.959999979    
        1562  -2.00000000       1.00000000    
        1564  -1.72000003      0.920000017    
        1566  -1.44000006      0.819999993    
        1568  -1.79999995      0.939999998    
        1570  -2.00000000       1.00000000    
        1572  -1.91999996      0.980000019    
        1574  -1.84000003      0.939999998    
        1576  -1.72000003      0.920000017    
        1578  -1.91999996      0.980000019    
        1580  -1.91999996      0.980000019    
        1582  -1.75999999      0.920000017    
        1584  -1.67999995      0.899999976    
        1586  -1.79999995      0.939999998    
        1588  -1.60000002      0.899999976    
        1590  -1.55999994      0.860000014    
        1592  -1.36000001      0.819999993    
        1594  -1.55999994      0.839999974    
        1596  -1.39999998      0.819999993    
        1598  -1.91999996      0.980000019    
