 # Cycle    Energy/N    Magnetization/N
           2 -0.600000024       5.33333346E-02
           4 -0.720000029       1.11111114E-02
           6 -0.764444470       2.88888887E-02
           8 -0.768888891       1.55555559E-02
          10 -0.680000007       4.88888882E-02
          12 -0.742222250      -3.77777778E-02
          14 -0.813333333      -4.22222205E-02
          16 -0.764444470      -2.44444441E-02
          18 -0.786666691       7.11111128E-02
          20 -0.782222211       3.99999991E-02
          22 -0.742222250      0.180000007    
          24 -0.795555532      0.197777778    
          26 -0.711111128      0.239999995    
          28 -0.822222233      0.204444438    
          30 -0.808888912      0.133333340    
          32 -0.764444470      0.197777778    
          34 -0.831111133      0.122222222    
          36 -0.751111090      -1.11111114E-02
          38 -0.742222250      -7.99999982E-02
          40 -0.768888891     -0.168888882    
          42 -0.671111107     -0.197777778    
          44 -0.839999974     -0.197777778    
          46 -0.831111133     -0.188888893    
          48 -0.808888912     -0.242222220    
          50 -0.875555575     -0.297777772    
          52 -0.733333349     -0.213333338    
          54 -0.711111128     -0.217777774    
          56 -0.777777791     -0.277777791    
          58 -0.839999974     -0.360000014    
          60 -0.813333333     -0.304444432    
          62 -0.884444416     -0.357777774    
          64 -0.808888912     -0.233333334    
          66 -0.817777753     -0.219999999    
          68 -0.777777791     -0.135555550    
          70 -0.764444470     -0.175555557    
          72 -0.831111133      -8.66666660E-02
          74 -0.888888896      -9.11111087E-02
          76 -0.906666696     -0.124444447    
          78 -0.782222211      -5.11111096E-02
          80 -0.755555570      -5.55555560E-02
          82 -0.751111090       5.33333346E-02
          84 -0.755555570      0.111111112    
          86 -0.715555549       6.44444451E-02
          88 -0.728888869       5.33333346E-02
          90 -0.720000029       4.66666669E-02
          92 -0.795555532       2.22222228E-03
          94 -0.835555553       3.55555564E-02
          96 -0.835555553       3.77777778E-02
          98 -0.671111107      -1.11111114E-02
         100 -0.653333306      -9.11111087E-02
         102 -0.773333311      -8.44444409E-02
         104 -0.759999990     -0.195555553    
         106 -0.742222250     -0.106666669    
         108 -0.684444427      -8.88888910E-02
         110 -0.733333349       1.55555559E-02
         112 -0.737777770       1.11111114E-02
         114 -0.684444427      -4.66666669E-02
         116 -0.786666691     -0.113333337    
         118 -0.839999974      -6.66666683E-03
         120 -0.751111090       1.77777782E-02
         122 -0.755555570       1.99999996E-02
         124 -0.768888891      -4.44444455E-02
         126 -0.764444470      -4.44444455E-02
         128 -0.831111133       4.44444455E-03
         130 -0.835555553       1.77777782E-02
         132 -0.786666691       9.77777764E-02
         134 -0.800000012       8.66666660E-02
         136 -0.742222250       4.44444455E-03
         138 -0.755555570       9.77777764E-02
         140 -0.697777748      0.164444447    
         142 -0.786666691      0.215555549    
         144 -0.724444449      0.144444451    
         146 -0.737777770       8.88888910E-03
         148 -0.848888874       1.33333337E-02
         150 -0.702222228       3.33333351E-02
         152 -0.804444432     -0.140000001    
         154 -0.848888874     -0.146666661    
         156 -0.804444432     -0.171111107    
         158 -0.715555549      -9.33333337E-02
         160 -0.728888869     -0.115555555    
         162 -0.751111090     -0.126666665    
         164 -0.737777770      -1.33333337E-02
         166 -0.786666691       4.66666669E-02
         168 -0.697777748       9.55555588E-02
         170 -0.746666670      0.133333340    
         172 -0.773333311      0.184444442    
         174 -0.920000017      0.275555551    
         176 -0.866666675      0.282222211    
         178 -0.724444449       6.66666701E-02
         180 -0.804444432       9.55555588E-02
         182 -0.875555575      -1.33333337E-02
         184 -0.773333311       2.22222228E-03
         186 -0.742222250       2.22222228E-02
         188 -0.764444470       5.55555560E-02
         190 -0.653333306       5.11111096E-02
         192 -0.786666691      -6.22222237E-02
         194 -0.817777753     -0.175555557    
         196 -0.800000012      -9.77777764E-02
         198 -0.813333333       8.88888910E-03
         200 -0.822222233     -0.102222219    
         202 -0.724444449      -3.33333351E-02
         204 -0.639999986     -0.102222219    
         206 -0.835555553      -9.33333337E-02
         208 -0.862222195      -7.77777806E-02
         210 -0.853333354      -7.99999982E-02
         212 -0.684444427      -7.33333305E-02
         214 -0.808888912       1.77777782E-02
         216 -0.657777786      0.128888890    
         218 -0.768888891      0.106666669    
         220 -0.791111112       4.66666669E-02
         222 -0.822222233      0.115555555    
         224 -0.826666653      0.122222222    
         226 -0.884444416      0.144444451    
         228 -0.746666670       7.55555555E-02
         230 -0.693333328       9.33333337E-02
         232 -0.768888891      0.175555557    
         234 -0.755555570      0.126666665    
         236 -0.777777791      0.108888887    
         238 -0.737777770      0.124444447    
         240 -0.773333311      0.102222219    
         242 -0.964444458       9.55555588E-02
         244 -0.893333316      -3.11111119E-02
         246 -0.848888874       5.55555560E-02
         248 -0.848888874       7.33333305E-02
         250 -0.853333354       7.55555555E-02
         252 -0.879999995      0.164444447    
         254 -0.831111133       9.11111087E-02
         256 -0.822222233       3.33333351E-02
         258 -0.755555570       2.88888887E-02
         260 -0.875555575       6.22222237E-02
         262 -0.782222211       6.66666683E-03
         264 -0.671111107      -1.77777782E-02
         266 -0.675555527       0.00000000    
         268 -0.759999990      0.111111112    
         270 -0.720000029       4.44444455E-03
         272 -0.622222245      -8.44444409E-02
         274 -0.693333328      -7.33333305E-02
         276 -0.693333328     -0.180000007    
         278 -0.768888891     -0.119999997    
         280 -0.662222207      -2.44444441E-02
         282 -0.795555532       0.00000000    
         284 -0.813333333       3.99999991E-02
         286 -0.786666691       1.77777782E-02
         288 -0.822222233      -4.66666669E-02
         290 -0.759999990     -0.104444444    
         292 -0.835555553     -0.171111107    
         294 -0.888888896     -0.188888893    
         296 -0.782222211     -0.182222217    
         298 -0.759999990     -0.153333336    
         300 -0.733333349     -0.177777782    
         302 -0.804444432     -0.184444442    
         304 -0.795555532     -0.182222217    
         306 -0.835555553      -7.77777806E-02
         308 -0.759999990      -5.77777773E-02
         310 -0.848888874     -0.119999997    
         312 -0.835555553      -7.55555555E-02
         314 -0.706666648     -0.135555550    
         316 -0.657777786      -7.99999982E-02
         318 -0.786666691     -0.175555557    
         320 -0.804444432     -0.193333328    
         322 -0.888888896     -0.186666667    
         324 -0.835555553     -0.159999996    
         326 -0.826666653     -0.162222221    
         328 -0.862222195     -0.173333332    
         330 -0.746666670      -8.22222233E-02
         332 -0.920000017       4.44444455E-02
         334 -0.791111112       2.22222228E-03
         336 -0.777777791       4.44444455E-02
         338 -0.826666653       7.77777806E-02
         340 -0.724444449       7.55555555E-02
         342 -0.693333328       4.22222205E-02
         344 -0.808888912       4.66666669E-02
         346 -0.804444432       5.11111096E-02
         348 -0.751111090       1.55555559E-02
         350 -0.737777770     -0.128888890    
         352 -0.813333333      -6.44444451E-02
         354 -0.746666670      -9.11111087E-02
         356 -0.720000029     -0.122222222    
         358 -0.782222211     -0.162222221    
         360 -0.711111128     -0.122222222    
         362 -0.773333311      -4.88888882E-02
         364 -0.715555549      -8.44444409E-02
         366 -0.711111128      -7.77777806E-02
         368 -0.848888874       5.55555560E-02
         370 -0.759999990       5.55555560E-02
         372 -0.777777791       5.33333346E-02
         374 -0.804444432       2.22222228E-02
         376 -0.755555570       3.77777778E-02
         378 -0.831111133      -1.11111114E-02
         380 -0.680000007      -3.55555564E-02
         382 -0.751111090      -6.22222237E-02
         384 -0.737777770      -9.33333337E-02
         386 -0.777777791     -0.117777780    
         388 -0.733333349      -1.77777782E-02
         390 -0.662222207       8.88888910E-03
         392 -0.751111090      -2.22222228E-02
         394 -0.786666691      -8.88888910E-02
         396 -0.844444454      -1.99999996E-02
         398 -0.839999974      -3.11111119E-02
         400 -0.888888896     -0.108888887    
         402 -0.857777774     -0.111111112    
         404 -0.817777753     -0.111111112    
         406 -0.791111112      -1.33333337E-02
         408 -0.728888869      -8.88888910E-03
         410 -0.777777791       0.00000000    
         412 -0.857777774      0.131111115    
         414 -0.862222195       2.66666673E-02
         416 -0.839999974       7.11111128E-02
         418 -0.795555532      -3.99999991E-02
         420 -0.831111133     -0.131111115    
         422 -0.800000012      -5.77777773E-02
         424 -0.697777748     -0.108888887    
         426 -0.737777770       1.11111114E-02
         428 -0.724444449       4.88888882E-02
         430 -0.724444449       4.22222205E-02
         432 -0.666666687      -1.55555559E-02
         434 -0.653333306      -2.88888887E-02
         436 -0.666666687       3.11111119E-02
         438 -0.822222233      0.108888887    
         440 -0.826666653      0.104444444    
         442 -0.764444470       1.55555559E-02
         444 -0.720000029      -9.11111087E-02
         446 -0.804444432      -3.11111119E-02
         448 -0.786666691      -5.11111096E-02
         450 -0.764444470      -3.55555564E-02
         452 -0.813333333       2.88888887E-02
         454 -0.844444454       2.44444441E-02
         456 -0.728888869       5.33333346E-02
         458 -0.728888869      0.128888890    
         460 -0.773333311      0.180000007    
         462 -0.786666691      0.168888882    
         464 -0.808888912      0.108888887    
         466 -0.835555553       1.33333337E-02
         468 -0.586666644      0.108888887    
         470 -0.795555532      0.166666672    
         472 -0.782222211       5.11111096E-02
         474 -0.777777791      0.126666665    
         476 -0.804444432       3.33333351E-02
         478 -0.773333311       3.55555564E-02
         480 -0.782222211      -1.55555559E-02
         482 -0.782222211       4.44444455E-03
         484 -0.675555527      -7.11111128E-02
         486 -0.706666648      -9.11111087E-02
         488 -0.857777774      -5.99999987E-02
         490 -0.755555570      -3.99999991E-02
         492 -0.835555553      -2.66666673E-02
         494 -0.764444470       1.11111114E-02
         496 -0.724444449      -6.66666701E-02
         498 -0.773333311      -5.33333346E-02
         500 -0.826666653      -2.44444441E-02
         502 -0.768888891       3.33333351E-02
         504 -0.751111090      -8.88888910E-03
         506 -0.728888869      0.122222222    
         508 -0.755555570       7.55555555E-02
         510 -0.795555532       9.77777764E-02
         512 -0.755555570      0.162222221    
         514 -0.817777753      0.215555549    
         516 -0.893333316      0.291111112    
         518 -0.813333333      0.239999995    
         520 -0.800000012      0.222222224    
         522 -0.733333349      0.239999995    
         524 -0.720000029      0.197777778    
         526 -0.755555570      0.166666672    
         528 -0.764444470      0.175555557    
         530 -0.715555549      0.106666669    
         532 -0.737777770       5.77777773E-02
         534 -0.720000029      -7.33333305E-02
         536 -0.702222228      -7.99999982E-02
         538 -0.702222228      -6.22222237E-02
         540 -0.666666687     -0.135555550    
         542 -0.804444432     -0.237777784    
         544 -0.724444449     -0.140000001    
         546 -0.742222250     -0.151111111    
         548 -0.822222233     -0.111111112    
         550 -0.791111112      -4.66666669E-02
         552 -0.782222211       4.22222205E-02
         554 -0.817777753       9.55555588E-02
         556 -0.844444454       7.77777806E-02
         558 -0.844444454      0.157777771    
         560 -0.862222195       3.77777778E-02
         562 -0.839999974       1.33333337E-02
         564 -0.795555532       3.11111119E-02
         566 -0.848888874      -1.11111114E-02
         568 -0.813333333       1.11111114E-02
         570 -0.773333311      -8.66666660E-02
         572 -0.786666691      -3.55555564E-02
         574 -0.751111090      -6.66666683E-03
         576 -0.777777791      -8.22222233E-02
         578 -0.693333328      -5.77777773E-02
         580 -0.693333328       4.44444455E-02
         582 -0.737777770       2.22222228E-02
         584 -0.835555553      -1.33333337E-02
         586 -0.737777770       1.99999996E-02
         588 -0.768888891      -1.55555559E-02
         590 -0.702222228      -6.22222237E-02
         592 -0.737777770     -0.122222222    
         594 -0.728888869      -2.88888887E-02
         596 -0.724444449      -4.66666669E-02
         598 -0.724444449       8.88888910E-03
         600 -0.702222228       8.88888910E-03
         602 -0.768888891       3.55555564E-02
         604 -0.768888891      -8.88888910E-03
         606 -0.773333311       4.44444455E-02
         608 -0.715555549      -7.77777806E-02
         610 -0.702222228     -0.117777780    
         612 -0.720000029      -4.66666669E-02
         614 -0.773333311      -5.33333346E-02
         616 -0.733333349      -3.11111119E-02
         618 -0.813333333      -3.33333351E-02
         620 -0.826666653      -2.22222228E-03
         622 -0.822222233      -4.88888882E-02
         624 -0.862222195      -4.66666669E-02
         626 -0.857777774     -0.128888890    
         628 -0.782222211      -9.77777764E-02
         630 -0.768888891      -3.77777778E-02
         632 -0.764444470      -3.33333351E-02
         634 -0.644444466      -6.22222237E-02
         636 -0.791111112      -2.66666673E-02
         638 -0.791111112     -0.211111113    
         640 -0.777777791     -0.135555550    
         642 -0.817777753      -6.88888878E-02
         644 -0.884444416      -1.11111114E-02
         646 -0.768888891      -2.44444441E-02
         648 -0.680000007      -4.88888882E-02
         650 -0.768888891       3.33333351E-02
         652 -0.822222233      -7.33333305E-02
         654 -0.733333349     -0.193333328    
         656 -0.808888912     -0.111111112    
         658 -0.764444470      -8.66666660E-02
         660 -0.711111128      -2.66666673E-02
         662 -0.706666648       6.66666683E-03
         664 -0.680000007      -4.88888882E-02
         666 -0.697777748      -3.77777778E-02
         668 -0.786666691      -2.22222228E-03
         670 -0.791111112       2.66666673E-02
         672 -0.755555570      -1.99999996E-02
         674 -0.839999974      -7.99999982E-02
         676 -0.768888891     -0.153333336    
         678 -0.724444449     -0.157777771    
         680 -0.671111107       3.55555564E-02
         682 -0.742222250       3.99999991E-02
         684 -0.791111112       5.55555560E-02
         686 -0.817777753       0.00000000    
         688 -0.746666670      -5.77777773E-02
         690 -0.817777753      -9.11111087E-02
         692 -0.813333333     -0.104444444    
         694 -0.804444432     -0.128888890    
         696 -0.791111112     -0.191111118    
         698 -0.648888886     -0.235555559    
         700 -0.835555553     -0.195555553    
         702 -0.822222233     -0.208888888    
         704 -0.920000017     -0.191111118    
         706 -0.804444432     -0.111111112    
         708 -0.751111090      -7.77777806E-02
         710 -0.795555532     -0.162222221    
         712 -0.786666691      -7.77777806E-02
         714 -0.768888891      -5.77777773E-02
         716 -0.786666691      -6.66666701E-02
         718 -0.657777786      -5.11111096E-02
         720 -0.835555553     -0.100000001    
         722 -0.875555575      -6.88888878E-02
         724 -0.786666691       1.77777782E-02
         726 -0.706666648       6.22222237E-02
         728 -0.786666691       5.77777773E-02
         730 -0.866666675       7.55555555E-02
         732 -0.800000012       2.22222228E-03
         734 -0.777777791       2.88888887E-02
         736 -0.839999974       7.11111128E-02
         738 -0.893333316      0.106666669    
         740 -0.831111133      0.113333337    
         742 -0.782222211      0.153333336    
         744 -0.866666675       0.00000000    
         746 -0.795555532       4.44444455E-02
         748 -0.715555549      -3.11111119E-02
         750 -0.746666670       3.11111119E-02
         752 -0.768888891      -3.99999991E-02
         754 -0.808888912       6.88888878E-02
         756 -0.622222245       3.77777778E-02
         758 -0.648888886       7.11111128E-02
         760 -0.697777748      -4.22222205E-02
         762 -0.791111112       4.66666669E-02
         764 -0.657777786      -5.77777773E-02
         766 -0.755555570       3.77777778E-02
         768 -0.804444432      -9.77777764E-02
         770 -0.773333311     -0.155555561    
         772 -0.879999995     -0.208888888    
         774 -0.777777791     -0.142222226    
         776 -0.795555532      -9.55555588E-02
         778 -0.702222228      -6.66666683E-03
         780 -0.804444432       2.66666673E-02
         782 -0.808888912       7.99999982E-02
         784 -0.755555570       5.33333346E-02
         786 -0.653333306       2.22222228E-02
         788 -0.715555549      0.100000001    
         790 -0.839999974       7.33333305E-02
         792 -0.697777748      -7.33333305E-02
         794 -0.857777774      -6.66666701E-02
         796 -0.773333311       3.33333351E-02
         798 -0.800000012      -8.88888910E-03
         800 -0.733333349      -8.44444409E-02
         802 -0.697777748       1.33333337E-02
         804 -0.675555527       6.66666683E-03
         806 -0.671111107      -7.55555555E-02
         808 -0.759999990      -2.88888887E-02
         810 -0.773333311       3.55555564E-02
         812 -0.768888891      -1.11111114E-02
         814 -0.835555553      -2.88888887E-02
         816 -0.808888912      -5.11111096E-02
         818 -0.773333311      -3.11111119E-02
         820 -0.804444432     -0.122222222    
         822 -0.813333333     -0.126666665    
         824 -0.693333328     -0.197777778    
         826 -0.866666675     -0.251111120    
         828 -0.808888912      -8.66666660E-02
         830 -0.813333333      -4.88888882E-02
         832 -0.751111090      -7.99999982E-02
         834 -0.693333328     -0.102222219    
         836 -0.800000012     -0.211111113    
         838 -0.800000012     -0.157777771    
         840 -0.751111090     -0.202222228    
         842 -0.755555570      -3.99999991E-02
         844 -0.857777774      -1.55555559E-02
         846 -0.817777753      -5.99999987E-02
         848 -0.879999995      -7.99999982E-02
         850 -0.848888874      -5.33333346E-02
         852 -0.773333311       4.44444455E-03
         854 -0.826666653      -9.33333337E-02
         856 -0.791111112      -8.44444409E-02
         858 -0.866666675      -8.88888910E-03
         860 -0.808888912      -7.33333305E-02
         862 -0.777777791      -8.22222233E-02
         864 -0.831111133       4.88888882E-02
         866 -0.764444470       0.00000000    
         868 -0.728888869      -1.55555559E-02
         870 -0.773333311      -7.99999982E-02
         872 -0.800000012     -0.115555555    
         874 -0.862222195     -0.135555550    
         876 -0.853333354     -0.168888882    
         878 -0.920000017     -0.153333336    
         880 -0.839999974     -0.188888893    
         882 -0.804444432      -4.66666669E-02
         884 -0.808888912       4.44444455E-02
         886 -0.777777791      0.102222219    
         888 -0.786666691       3.55555564E-02
         890 -0.755555570       1.55555559E-02
         892 -0.835555553       6.66666683E-03
         894 -0.684444427      -2.88888887E-02
         896 -0.604444444      -9.55555588E-02
