 # Cycle    Energy/N    Magnetization/N
           2 -0.919600010      -9.99999978E-03
        1418  -1.71399999     -0.141200006    
        1420  -1.71599996     -0.149800003    
        1422  -1.70560002     -0.146799996    
        1424  -1.68799996     -0.141200006    
        1426  -1.69120002     -0.144400001    
        1428  -1.68959999     -0.164000005    
        1430  -1.69439995     -0.144999996    
        1432  -1.70360005     -0.155399993    
        1434  -1.69640005     -0.161200002    
        1436  -1.72520006     -0.160600007    
        1438  -1.70920002     -0.174400002    
        1440  -1.71200001     -0.167400002    
        1442  -1.69840002     -0.181600004    
        1444  -1.69840002     -0.173999995    
        1446  -1.69519997     -0.175200000    
        1448  -1.71959996     -0.167199999    
        1450  -1.72239995     -0.175400004    
        1452  -1.71640003     -0.172199994    
        1454  -1.72239995     -0.179399997    
        1456  -1.70360005     -0.190200001    
        1458  -1.71440005     -0.190799996    
        1460  -1.71759999     -0.198400006    
        1462  -1.72000003     -0.206400007    
        1464  -1.70720005     -0.215200007    
        1466  -1.72080004     -0.218600005    
        1468  -1.71879995     -0.204600006    
        1470  -1.74240005     -0.206599995    
        1472  -1.71399999     -0.200200006    
        1474  -1.72679996     -0.195999995    
        1476  -1.74720001     -0.204999998    
        1478  -1.71679997     -0.207399994    
        1480  -1.71000004     -0.198400006    
        1482  -1.71000004     -0.203600004    
        1484  -1.70200002     -0.214200005    
        1486  -1.73080003     -0.209999993    
        1488  -1.71879995     -0.219200000    
        1490  -1.73039997     -0.212799996    
        1492  -1.70079994     -0.200800002    
        1494  -1.70360005     -0.204999998    
        1496  -1.72200000     -0.209199995    
        1498  -1.70560002     -0.198799998    
        1500  -1.71039999     -0.197999999    
        1502  -1.69719994     -0.210199997    
        1504  -1.70280004     -0.211999997    
        1506  -1.71560001     -0.202800006    
        1508  -1.69239998     -0.194199994    
        1510  -1.71319997     -0.197200000    
        1512  -1.72039998     -0.198599994    
        1514  -1.74559999     -0.199399993    
        1516  -1.70720005     -0.192800000    
        1518  -1.69280005     -0.188600004    
        1520  -1.70120001     -0.190400004    
        1522  -1.69480002     -0.196999997    
        1524  -1.73160005     -0.197799996    
        1526  -1.74559999     -0.200599998    
        1528  -1.72479999     -0.188400000    
        1530  -1.72080004     -0.180399999    
        1532  -1.71319997     -0.168200001    
        1534  -1.70039999     -0.162000000    
        1536  -1.72360003     -0.161599994    
        1538  -1.71200001     -0.164600000    
        1540  -1.72560000     -0.167799994    
        1542  -1.72319996     -0.164600000    
        1544  -1.71319997     -0.165999994    
        1546  -1.73520005     -0.187800005    
        1548  -1.71159995     -0.185399994    
        1550  -1.70799994     -0.180399999    
        1552  -1.70560002     -0.175799996    
        1554  -1.72319996     -0.180000007    
        1556  -1.71039999     -0.178599998    
        1558  -1.71399999     -0.175999999    
        1560  -1.68599999     -0.188400000    
        1562  -1.70280004     -0.188600004    
        1564  -1.71679997     -0.179000005    
        1566  -1.72200000     -0.192599997    
        1568  -1.70599997     -0.193599999    
        1570  -1.70439994     -0.179000005    
        1572  -1.69079995     -0.171800002    
        1574  -1.67439997     -0.164199993    
        1576  -1.68159997     -0.179199994    
        1578  -1.67999995     -0.178399995    
        1580  -1.69120002     -0.179600000    
        1582  -1.71239996     -0.172800004    
        1584  -1.68439996     -0.180000007    
        1586  -1.65799999     -0.175999999    
        1588  -1.68120003     -0.171800002    
        1590  -1.68599999     -0.180399999    
        1592  -1.67040002     -0.179000005    
        1594  -1.67560005     -0.181400001    
        1596  -1.69200003     -0.179199994    
        1598  -1.66799998     -0.165000007    
        1600  -1.69480002     -0.172800004    
        1602  -1.69280005     -0.158199996    
        1604  -1.68680000     -0.168400005    
        1606  -1.68640006     -0.166199997    
        1608  -1.69400001     -0.173600003    
        1610  -1.67079997     -0.173800007    
        1612  -1.70239997     -0.179000005    
        1614  -1.70720005     -0.177000001    
        1616  -1.70879996     -0.187600002    
        1618  -1.70640004     -0.167999998    
        1620  -1.72080004     -0.167799994    
        1622  -1.70319998     -0.161200002    
        1624  -1.69000006     -0.162799999    
        1626  -1.69799995     -0.180800006    
        1628  -1.70039999     -0.177200004    
        1630  -1.71440005     -0.174999997    
        1632  -1.71159995     -0.166600004    
        1634  -1.70920002     -0.173600003    
        1636  -1.68200004     -0.177399993    
        1638  -1.69879997     -0.176799998    
        1640  -1.71159995     -0.174600005    
        1642  -1.70439994     -0.176400006    
        1644  -1.70280004     -0.169799998    
        1646  -1.66960001     -0.166600004    
        1648  -1.67639995     -0.170399994    
        1650  -1.70519996     -0.179800004    
        1652  -1.71120000     -0.163599998    
        1654  -1.72880006     -0.166800007    
        1656  -1.71280003     -0.163000003    
        1658  -1.71879995     -0.158800006    
        1660  -1.72479999     -0.156399995    
        1662  -1.70560002     -0.157800004    
        1664  -1.71560001     -0.158399999    
        1666  -1.72679996     -0.163200006    
        1668  -1.72880006     -0.160999998    
        1670  -1.73800004     -0.160799995    
        1672  -1.70560002     -0.163800001    
        1674  -1.71519995     -0.144800007    
        1676  -1.70000005     -0.135600001    
        1678  -1.70360005     -0.134800002    
        1680  -1.70760000     -0.141599998    
        1682  -1.70760000     -0.129600003    
        1684  -1.70799994     -0.133000001    
        1686  -1.69560003     -0.120600000    
        1688  -1.70679998     -0.118400000    
        1690  -1.70120001     -0.128000006    
        1692  -1.72679996     -0.130400002    
        1694  -1.71959996     -0.123400003    
        1696  -1.72319996     -0.131400004    
        1698  -1.72479999     -0.128199995    
        1700  -1.70560002     -0.134200007    
        1702  -1.69000006     -0.130400002    
        1704  -1.71920002     -0.120200001    
        1706  -1.69879997     -0.123800002    
        1708  -1.70599997     -0.119599998    
        1710  -1.67960000     -0.112000003    
        1712  -1.69079995     -0.116800003    
        1714  -1.67600000     -0.118600003    
        1716  -1.69879997     -0.124200001    
        1718  -1.68560004     -0.109999999    
        1720  -1.70280004     -0.125400007    
        1722  -1.71120000     -0.129600003    
        1724  -1.69519997     -0.133399993    
        1726  -1.70439994     -0.121600002    
        1728  -1.68120003     -0.128399998    
        1730  -1.69840002     -0.120600000    
        1732  -1.71519995     -0.112400003    
        1734  -1.71720004     -0.111199997    
        1736  -1.71679997     -0.120600000    
        1738  -1.72759998     -0.125000000    
        1740  -1.73239994     -0.121600002    
        1742  -1.69679999     -0.105200000    
        1744  -1.71800005     -0.115800001    
        1746  -1.73119998     -0.129999995    
        1748  -1.72599995     -0.121399999    
        1750  -1.70560002     -0.127800003    
        1752  -1.70280004     -0.127200007    
        1754  -1.69239998     -0.135800004    
        1756  -1.70200002     -0.134000003    
        1758  -1.69519997     -0.142600000    
        1760  -1.71039999     -0.145999998    
        1762  -1.71239996     -0.147000000    
        1764  -1.68439996     -0.152999997    
        1766  -1.71360004     -0.155000001    
        1768  -1.68840003     -0.145199999    
        1770  -1.68719995     -0.138200000    
        1772  -1.72160006     -0.140200004    
        1774  -1.73199999     -0.136399999    
        1776  -1.70879996     -0.136399999    
        1778  -1.70760000     -0.151999995    
        1780  -1.66799998     -0.155000001    
        1782  -1.70519996     -0.150399998    
        1784  -1.72679996     -0.136600003    
        1786  -1.70879996     -0.129400000    
        1788  -1.69799995     -0.130999997    
        1790  -1.72319996     -0.147400007    
        1792  -1.70760000     -0.136199996    
        1794  -1.69599998     -0.138400003    
        1796  -1.69519997     -0.133399993    
        1798  -1.71640003     -0.154799998    
        1800  -1.71800005     -0.157800004    
        1802  -1.72239995     -0.152799994    
        1804  -1.71640003     -0.162799999    
        1806  -1.71599996     -0.160400003    
        1808  -1.69840002     -0.161200002    
        1810  -1.71360004     -0.159799993    
        1812  -1.70840001     -0.162599996    
        1814  -1.69920003     -0.165600002    
        1816  -1.70039999     -0.165600002    
        1818  -1.72679996     -0.162000000    
        1820  -1.72520006     -0.159400001    
        1822  -1.73319995     -0.147400007    
        1824  -1.72599995     -0.162200004    
        1826  -1.72319996     -0.165600002    
        1828  -1.71080005     -0.169000000    
        1830  -1.70480001     -0.177000001    
        1832  -1.70280004     -0.173400000    
        1834  -1.70959997     -0.164600000    
        1836  -1.69120002     -0.186000004    
        1838  -1.71519995     -0.187199995    
        1840  -1.71399999     -0.183400005    
        1842  -1.70120001     -0.175600007    
        1844  -1.71280003     -0.173199996    
        1846  -1.70120001     -0.174799994    
        1848  -1.68640006     -0.168200001    
        1850  -1.67879999     -0.176799998    
        1852  -1.68879998     -0.193800002    
        1854  -1.68320000     -0.209199995    
        1856  -1.69079995     -0.214599997    
        1858  -1.67879999     -0.197799996    
        1860  -1.69640005     -0.212400004    
        1862  -1.69560003     -0.202199996    
        1864  -1.70799994     -0.207599998    
        1866  -1.72839999     -0.204799995    
        1868  -1.72399998     -0.209800005    
        1870  -1.72640002     -0.217800006    
        1872  -1.71840000     -0.219799995    
        1874  -1.71000004     -0.214000002    
        1876  -1.71640003     -0.224199995    
        1878  -1.73479998     -0.227400005    
        1880  -1.73280001     -0.229000002    
        1882  -1.74039996     -0.229800001    
        1884  -1.75000000     -0.243799999    
        1886  -1.72520006     -0.237800002    
        1888  -1.70959997     -0.229399994    
        1890  -1.73199999     -0.240799993    
        1892  -1.74559999     -0.247600004    
        1894  -1.73160005     -0.252600014    
        1896  -1.70920002     -0.237200007    
        1898  -1.69120002     -0.240799993    
        1900  -1.70079994     -0.235200003    
        1902  -1.71759999     -0.231999993    
        1904  -1.71319997     -0.230800003    
        1906  -1.69920003     -0.226600006    
        1908  -1.71920002     -0.227599993    
        1910  -1.69439995     -0.235599995    
        1912  -1.70640004     -0.227400005    
        1914  -1.71679997     -0.236200005    
        1916  -1.70720005     -0.240199998    
        1918  -1.70560002     -0.241799995    
        1920  -1.68359995     -0.234200001    
        1922  -1.69640005     -0.223199993    
        1924  -1.70840001     -0.231999993    
        1926  -1.70439994     -0.240999997    
        1928  -1.73199999     -0.247799993    
        1930  -1.71360004     -0.235400006    
        1932  -1.70799994     -0.236800000    
        1934  -1.70319998     -0.230000004    
        1936  -1.70280004     -0.236399993    
        1938  -1.68920004     -0.218799993    
        1940  -1.69679999     -0.225600004    
        1942  -1.69920003     -0.222800002    
        1944  -1.71239996     -0.218600005    
        1946  -1.69599998     -0.214800000    
        1948  -1.70760000     -0.213400006    
        1950  -1.74440002     -0.221399993    
        1952  -1.72239995     -0.229399994    
        1954  -1.71159995     -0.231999993    
        1956  -1.70959997     -0.225400001    
        1958  -1.71000004     -0.238999993    
        1960  -1.71120000     -0.231199995    
        1962  -1.70920002     -0.223600000    
        1964  -1.71159995     -0.214000002    
        1966  -1.72759998     -0.216800004    
        1968  -1.72679996     -0.217800006    
        1970  -1.71239996     -0.218199998    
        1972  -1.70120001     -0.223000005    
        1974  -1.70439994     -0.222800002    
        1976  -1.68799996     -0.217999995    
        1978  -1.69159997     -0.215000004    
        1980  -1.72119999     -0.229000002    
        1982  -1.71120000     -0.227799997    
        1984  -1.69840002     -0.232800007    
        1986  -1.68920004     -0.229200006    
        1988  -1.72880006     -0.237599999    
        1990  -1.72479999     -0.239399999    
        1992  -1.71319997     -0.230199993    
        1994  -1.69719994     -0.244000003    
        1996  -1.70280004     -0.232400000    
        1998  -1.71920002     -0.244399995    
        2000  -1.72800004     -0.228799999    
        2002  -1.71480000     -0.218600005    
        2004  -1.70760000     -0.222800002    
        2006  -1.69879997     -0.226799995    
        2008  -1.71080005     -0.226400003    
        2010  -1.67879999     -0.223800004    
        2012  -1.71239996     -0.220799997    
        2014  -1.71480000     -0.236800000    
        2016  -1.71280003     -0.232199997    
        2018  -1.71640003     -0.228799999    
        2020  -1.70840001     -0.234400004    
        2022  -1.70760000     -0.232800007    
        2024  -1.69719994     -0.246000007    
        2026  -1.73399997     -0.246199995    
        2028  -1.72560000     -0.237599999    
        2030  -1.71560001     -0.250200003    
        2032  -1.74039996     -0.263200015    
        2034  -1.71440005     -0.252000004    
        2036  -1.70760000     -0.229599997    
        2038  -1.71759999     -0.238600001    
        2040  -1.70239997     -0.245399997    
        2042  -1.71560001     -0.241600007    
        2044  -1.71840000     -0.233999997    
        2046  -1.72160006     -0.237000003    
        2048  -1.70319998     -0.237399995    
        2050  -1.71480000     -0.234200001    
        2052  -1.70879996     -0.234599993    
        2054  -1.71200001     -0.234200001    
        2056  -1.72119999     -0.224399999    
        2058  -1.72080004     -0.227200001    
        2060  -1.70360005     -0.225999996    
        2062  -1.74319994     -0.237800002    
        2064  -1.73360002     -0.229800001    
        2066  -1.73280001     -0.226400003    
        2068  -1.71239996     -0.219400004    
        2070  -1.71440005     -0.221000001    
        2072  -1.72599995     -0.224000007    
        2074  -1.71599996     -0.225400001    
        2076  -1.71679997     -0.219799995    
        2078  -1.70200002     -0.218199998    
        2080  -1.68519998     -0.219999999    
        2082  -1.72000003     -0.208399996    
        2084  -1.70360005     -0.211199999    
        2086  -1.72039998     -0.203199998    
        2088  -1.71319997     -0.200200006    
        2090  -1.68599999     -0.199399993    
        2092  -1.69319999     -0.207399994    
        2094  -1.70560002     -0.214000002    
        2096  -1.70560002     -0.201800004    
        2098  -1.72360003     -0.200200006    
        2100  -1.73039997     -0.199399993    
        2102  -1.70560002     -0.205599993    
        2104  -1.71399999     -0.209800005    
        2106  -1.71080005     -0.211600006    
        2108  -1.69000006     -0.211999997    
        2110  -1.71159995     -0.201600000    
        2112  -1.72239995     -0.210800007    
        2114  -1.72280002     -0.211199999    
        2116  -1.70120001     -0.217600003    
        2118  -1.72800004     -0.222599998    
        2120  -1.73440003     -0.219400004    
        2122  -1.72399998     -0.219600007    
        2124  -1.72119999     -0.225400001    
        2126  -1.72839999     -0.223800004    
        2128  -1.69159997     -0.224800006    
        2130  -1.69640005     -0.209600002    
        2132  -1.69679999     -0.207399994    
        2134  -1.69120002     -0.203600004    
        2136  -1.69760001     -0.200399995    
        2138  -1.71120000     -0.203799993    
        2140  -1.72679996     -0.206599995    
        2142  -1.72000003     -0.210999995    
        2144  -1.69360006     -0.211999997    
        2146  -1.72839999     -0.202800006    
        2148  -1.70319998     -0.202999994    
        2150  -1.73759997     -0.222800002    
        2152  -1.68920004     -0.213000000    
        2154  -1.71039999     -0.224000007    
        2156  -1.70280004     -0.224000007    
        2158  -1.69959998     -0.215399995    
        2160  -1.69439995     -0.215200007    
        2162  -1.71039999     -0.208800003    
        2164  -1.70079994     -0.209999993    
        2166  -1.69879997     -0.215599999    
        2168  -1.69000006     -0.220799997    
        2170  -1.69560003     -0.228000000    
        2172  -1.70480001     -0.227200001    
        2174  -1.71399999     -0.224800006    
        2176  -1.71759999     -0.237200007    
        2178  -1.69079995     -0.233799994    
        2180  -1.70280004     -0.226799995    
        2182  -1.70039999     -0.227599993    
        2184  -1.69040000     -0.234599993    
        2186  -1.69319999     -0.228400007    
        2188  -1.71200001     -0.232800007    
        2190  -1.71159995     -0.250400007    
        2192  -1.69920003     -0.238600001    
        2194  -1.72119999     -0.238000005    
        2196  -1.71319997     -0.224199995    
        2198  -1.72000003     -0.231199995    
        2200  -1.71920002     -0.244200006    
        2202  -1.68719995     -0.243599996    
        2204  -1.69319999     -0.230599999    
        2206  -1.71360004     -0.236800000    
        2208  -1.70679998     -0.250999987    
        2210  -1.70679998     -0.258599997    
        2212  -1.71800005     -0.253199995    
        2214  -1.73199999     -0.248999998    
        2216  -1.71519995     -0.243599996    
        2218  -1.71080005     -0.252000004    
        2220  -1.71679997     -0.247600004    
        2222  -1.70640004     -0.243200004    
        2224  -1.71959996     -0.239600003    
        2226  -1.70920002     -0.228799999    
        2228  -1.70519996     -0.234599993    
        2230  -1.71280003     -0.252999991    
        2232  -1.71000004     -0.255800009    
        2234  -1.71720004     -0.264999986    
        2236  -1.72720003     -0.275000006    
        2238  -1.72039998     -0.282200009    
        2240  -1.72679996     -0.279599994    
        2242  -1.69560003     -0.273999989    
        2244  -1.70959997     -0.289400011    
        2246  -1.71480000     -0.280200005    
        2248  -1.69079995     -0.275400013    
        2250  -1.71080005     -0.284599990    
        2252  -1.71120000     -0.301400006    
        2254  -1.71640003     -0.298000008    
        2256  -1.70239997     -0.307000011    
        2258  -1.70760000     -0.299400002    
        2260  -1.71560001     -0.301600009    
        2262  -1.73039997     -0.289799988    
        2264  -1.72479999     -0.287000000    
        2266  -1.70480001     -0.277399987    
        2268  -1.71840000     -0.277999997    
        2270  -1.69239998     -0.277399987    
        2272  -1.69879997     -0.285400003    
        2274  -1.71519995     -0.288399994    
        2276  -1.71399999     -0.273799986    
        2278  -1.72520006     -0.270599991    
        2280  -1.72119999     -0.276199996    
        2282  -1.71200001     -0.263000011    
        2284  -1.70400000     -0.270399988    
        2286  -1.70319998     -0.269600004    
        2288  -1.70560002     -0.257400006    
        2290  -1.69480002     -0.254200011    
        2292  -1.71360004     -0.254000008    
        2294  -1.72640002     -0.246399999    
        2296  -1.73839998     -0.259200007    
        2298  -1.71720004     -0.268000007    
        2300  -1.72839999     -0.270999998    
        2302  -1.72039998     -0.269600004    
        2304  -1.70280004     -0.267399997    
        2306  -1.70640004     -0.262199998    
        2308  -1.70000005     -0.261999995    
        2310  -1.69560003     -0.258599997    
        2312  -1.72039998     -0.252000004    
        2314  -1.72399998     -0.250600010    
        2316  -1.71840000     -0.252400011    
        2318  -1.71080005     -0.245199993    
        2320  -1.71239996     -0.241600007    
        2322  -1.71679997     -0.240799993    
        2324  -1.72119999     -0.245199993    
        2326  -1.70959997     -0.240799993    
        2328  -1.73559999     -0.253399998    
        2330  -1.73440003     -0.249599993    
        2332  -1.73959994     -0.239999995    
        2334  -1.73759997     -0.231399998    
        2336  -1.72880006     -0.231000006    
        2338  -1.74160004     -0.237000003    
        2340  -1.72039998     -0.236000001    
        2342  -1.70799994     -0.229800001    
        2344  -1.70519996     -0.223600000    
        2346  -1.70200002     -0.221799999    
        2348  -1.71519995     -0.218799993    
        2350  -1.72479999     -0.219600007    
        2352  -1.71280003     -0.209800005    
        2354  -1.71519995     -0.202199996    
        2356  -1.69920003     -0.203400001    
        2358  -1.70879996     -0.198200002    
        2360  -1.70120001     -0.190200001    
        2362  -1.69879997     -0.188999996    
        2364  -1.69200003     -0.179600000    
        2366  -1.71560001     -0.173800007    
        2368  -1.73520005     -0.174400002    
        2370  -1.73440003     -0.154400006    
        2372  -1.73319995     -0.163000003    
        2374  -1.73160005     -0.163200006    
        2376  -1.71120000     -0.153799996    
        2378  -1.69319999     -0.145799994    
        2380  -1.72360003     -0.151600003    
        2382  -1.71080005     -0.160999998    
        2384  -1.69079995     -0.156200007    
        2386  -1.69360006     -0.150800005    
        2388  -1.68480003     -0.152799994    
        2390  -1.71159995     -0.154799998    
        2392  -1.69239998     -0.163200006    
        2394  -1.70519996     -0.177399993    
        2396  -1.70959997     -0.185000002    
        2398  -1.67680001     -0.183599994    
        2400  -1.69439995     -0.184599996    
        2402  -1.70879996     -0.187399998    
        2404  -1.72160006     -0.192000002    
        2406  -1.71000004     -0.189199999    
        2408  -1.72319996     -0.207800001    
        2410  -1.73800004     -0.220799997    
        2412  -1.69319999     -0.220799997    
        2414  -1.69799995     -0.207200006    
        2416  -1.70159996     -0.203199998    
        2418  -1.68480003     -0.212799996    
        2420  -1.70720005     -0.206200004    
        2422  -1.71640003     -0.214800000    
        2424  -1.69640005     -0.224000007    
        2426  -1.70560002     -0.230199993    
        2428  -1.72200000     -0.236599997    
        2430  -1.74160004     -0.222800002    
        2432  -1.74319994     -0.215000004    
        2434  -1.74199998     -0.229599997    
        2436  -1.71200001     -0.215800002    
        2438  -1.70560002     -0.205400005    
        2440  -1.69400001     -0.207399994    
        2442  -1.70480001     -0.218799993    
        2444  -1.69719994     -0.214200005    
        2446  -1.71280003     -0.213200003    
        2448  -1.71440005     -0.211799994    
        2450  -1.73800004     -0.213400006    
        2452  -1.70400000     -0.208199993    
        2454  -1.69319999     -0.199599996    
        2456  -1.70159996     -0.212599993    
        2458  -1.72640002     -0.204400003    
        2460  -1.71399999     -0.213799998    
        2462  -1.72800004     -0.222599998    
        2464  -1.72399998     -0.217800006    
        2466  -1.71519995     -0.219799995    
        2468  -1.69599998     -0.224999994    
        2470  -1.70360005     -0.210400000    
        2472  -1.70799994     -0.215200007    
        2474  -1.69159997     -0.214599997    
        2476  -1.71679997     -0.221599996    
        2478  -1.71800005     -0.233799994    
        2480  -1.70840001     -0.230599999    
        2482  -1.69640005     -0.220799997    
        2484  -1.71519995     -0.231999993    
        2486  -1.70039999     -0.234799996    
        2488  -1.69400001     -0.244200006    
        2490  -1.69920003     -0.241600007    
        2492  -1.71920002     -0.250999987    
        2494  -1.71519995     -0.244200006    
        2496  -1.70679998     -0.251800001    
        2498  -1.70200002     -0.250999987    
        2500  -1.69920003     -0.264999986    
        2502  -1.72560000     -0.273799986    
        2504  -1.74160004     -0.278600007    
        2506  -1.72759998     -0.274399996    
        2508  -1.71720004     -0.277599990    
        2510  -1.71560001     -0.277599990    
        2512  -1.70480001     -0.270399988    
        2514  -1.68400002     -0.277000010    
        2516  -1.67400002     -0.258800000    
        2518  -1.66919994     -0.262199998    
        2520  -1.71200001     -0.257400006    
        2522  -1.71840000     -0.259799987    
        2524  -1.72479999     -0.258800000    
        2526  -1.72399998     -0.266000003    
        2528  -1.68239999     -0.255800009    
        2530  -1.69840002     -0.259200007    
        2532  -1.70760000     -0.257999986    
        2534  -1.70120001     -0.254799992    
        2536  -1.72880006     -0.247600004    
        2538  -1.70200002     -0.249200001    
        2540  -1.72000003     -0.251800001    
        2542  -1.71200001     -0.261599988    
        2544  -1.70840001     -0.254799992    
        2546  -1.70720005     -0.248199999    
        2548  -1.70319998     -0.246399999    
        2550  -1.69599998     -0.248799995    
        2552  -1.67760003     -0.252200007    
        2554  -1.71399999     -0.249799997    
        2556  -1.70599997     -0.248799995    
        2558  -1.71599996     -0.243399993    
        2560  -1.70560002     -0.251399994    
        2562  -1.71399999     -0.272199988    
        2564  -1.69319999     -0.263799995    
        2566  -1.71840000     -0.258399993    
        2568  -1.72239995     -0.251599997    
        2570  -1.70679998     -0.267600000    
        2572  -1.72520006     -0.276199996    
        2574  -1.71200001     -0.268400013    
        2576  -1.72399998     -0.285200000    
        2578  -1.72599995     -0.281399995    
        2580  -1.70760000     -0.277999997    
        2582  -1.70400000     -0.283600003    
        2584  -1.72679996     -0.277599990    
        2586  -1.70239997     -0.281399995    
        2588  -1.69519997     -0.284200013    
        2590  -1.68040001     -0.297600001    
        2592  -1.71800005     -0.294000000    
        2594  -1.70920002     -0.276199996    
        2596  -1.69400001     -0.274599999    
        2598  -1.70360005     -0.262600005    
        2600  -1.71840000     -0.268000007    
        2602  -1.71759999     -0.263200015    
        2604  -1.71080005     -0.270999998    
        2606  -1.70280004     -0.286799997    
        2608  -1.71000004     -0.286000013    
        2610  -1.71360004     -0.287800014    
        2612  -1.69360006     -0.282599986    
        2614  -1.70879996     -0.285800010    
        2616  -1.70000005     -0.292800009    
        2618  -1.68680000     -0.312799990    
        2620  -1.70159996     -0.324200004    
        2622  -1.70920002     -0.325199991    
        2624  -1.72959995     -0.321799994    
        2626  -1.71840000     -0.321599990    
        2628  -1.72759998     -0.317799985    
        2630  -1.72720003     -0.317600012    
        2632  -1.71519995     -0.314599991    
        2634  -1.71080005     -0.320600003    
        2636  -1.72399998     -0.322400004    
        2638  -1.73360002     -0.325599998    
        2640  -1.68920004     -0.324600011    
        2642  -1.69840002     -0.320199996    
        2644  -1.69879997     -0.298599988    
        2646  -1.69040000     -0.314399987    
        2648  -1.70200002     -0.315200001    
        2650  -1.69360006     -0.300399989    
        2652  -1.71159995     -0.300799996    
        2654  -1.70879996     -0.294600010    
        2656  -1.73280001     -0.300399989    
        2658  -1.69400001     -0.306600004    
        2660  -1.70000005     -0.302399993    
        2662  -1.71759999     -0.296200007    
        2664  -1.70519996     -0.277799994    
        2666  -1.73000002     -0.280400008    
        2668  -1.71000004     -0.295399994    
        2670  -1.70920002     -0.305599988    
        2672  -1.70480001     -0.298400015    
        2674  -1.70039999     -0.288399994    
        2676  -1.70959997     -0.293599993    
        2678  -1.72720003     -0.302800000    
        2680  -1.70959997     -0.316799998    
        2682  -1.73039997     -0.320199996    
        2684  -1.72119999     -0.314399987    
        2686  -1.71679997     -0.306600004    
        2688  -1.71039999     -0.309599996    
        2690  -1.71440005     -0.316199988    
        2692  -1.72520006     -0.325800002    
        2694  -1.71440005     -0.322200000    
        2696  -1.71360004     -0.319200009    
        2698  -1.71560001     -0.323799998    
        2700  -1.70280004     -0.319400012    
        2702  -1.71519995     -0.316599995    
        2704  -1.71319997     -0.316599995    
        2706  -1.71759999     -0.326599985    
        2708  -1.69959998     -0.330399990    
        2710  -1.68760002     -0.333799988    
        2712  -1.70840001     -0.341800004    
        2714  -1.70280004     -0.330799997    
        2716  -1.71519995     -0.341600001    
        2718  -1.71399999     -0.344999999    
        2720  -1.72839999     -0.349200010    
        2722  -1.71200001     -0.337599993    
        2724  -1.72319996     -0.337799996    
        2726  -1.70159996     -0.337399989    
        2728  -1.69200003     -0.334399998    
        2730  -1.71560001     -0.328000009    
        2732  -1.73239994     -0.332599998    
        2734  -1.72399998     -0.349599987    
        2736  -1.73520005     -0.339800000    
        2738  -1.72720003     -0.347600013    
        2740  -1.70560002     -0.343199998    
        2742  -1.70760000     -0.342599988    
        2744  -1.70959997     -0.337399989    
        2746  -1.67760003     -0.343800008    
        2748  -1.69920003     -0.344599992    
        2750  -1.70360005     -0.353199989    
        2752  -1.69799995     -0.350400001    
        2754  -1.69760001     -0.362199992    
        2756  -1.69879997     -0.352200001    
        2758  -1.70239997     -0.346199989    
        2760  -1.69879997     -0.346399993    
        2762  -1.69079995     -0.338000000    
        2764  -1.69439995     -0.342200011    
        2766  -1.71519995     -0.348600000    
        2768  -1.73360002     -0.352400005    
        2770  -1.71159995     -0.354400009    
        2772  -1.72959995     -0.353199989    
        2774  -1.72080004     -0.356999993    
        2776  -1.72920001     -0.354600012    
        2778  -1.69519997     -0.345999986    
        2780  -1.68439996     -0.355800003    
        2782  -1.70120001     -0.365399987    
        2784  -1.69599998     -0.364600003    
        2786  -1.69400001     -0.365000010    
        2788  -1.70400000     -0.370200008    
        2790  -1.70679998     -0.360399991    
        2792  -1.71159995     -0.355599999    
        2794  -1.71000004     -0.369599998    
        2796  -1.70959997     -0.368600011    
        2798  -1.71599996     -0.360599995    
        2800  -1.70239997     -0.355399996    
        2802  -1.70840001     -0.352800012    
        2804  -1.73399997     -0.356000006    
        2806  -1.72319996     -0.361400008    
        2808  -1.71879995     -0.367000014    
        2810  -1.72319996     -0.372599989    
        2812  -1.71759999     -0.365999997    
        2814  -1.71679997     -0.362399995    
        2816  -1.69280005     -0.359200001    
        2818  -1.70239997     -0.358799994    
        2820  -1.70840001     -0.354200006    
        2822  -1.68840003     -0.349400014    
        2824  -1.68400002     -0.351999998    
        2826  -1.69679999     -0.368400007    
        2828  -1.71360004     -0.358799994    
        2830  -1.71920002     -0.365200013    
        2832  -1.70640004     -0.368200004    
        2834  -1.71560001     -0.365799993    
        2836  -1.71840000     -0.356599987    
        2838  -1.71560001     -0.367799997    
        2840  -1.70280004     -0.371199995    
        2842  -1.70920002     -0.383800000    
        2844  -1.70640004     -0.379400015    
        2846  -1.73319995     -0.382999986    
        2848  -1.72720003     -0.379599988    
        2850  -1.71840000     -0.382800013    
        2852  -1.71920002     -0.388999999    
        2854  -1.71159995     -0.396400005    
        2856  -1.70879996     -0.388999999    
        2858  -1.72800004     -0.386400014    
        2860  -1.72000003     -0.382400006    
        2862  -1.72759998     -0.386200011    
        2864  -1.72679996     -0.381399989    
        2866  -1.70959997     -0.384799987    
        2868  -1.71759999     -0.389800012    
        2870  -1.72599995     -0.390399992    
        2872  -1.71679997     -0.370000005    
        2874  -1.70519996     -0.365599990    
        2876  -1.69120002     -0.360799998    
        2878  -1.72160006     -0.352800012    
        2880  -1.69560003     -0.348199993    
        2882  -1.69040000     -0.352200001    
        2884  -1.69879997     -0.353799999    
