Name,Degree,Closeness,Betweenness
PYP,0.128,0.45454545454545453,0.06091067421463664
QOTHO,0.04,0.3213367609254499,0.0
RAKHARO,0.064,0.3238341968911917,0.00034408602150537627
RANDYLL,0.008,0.26595744680851063,0.0
RAST,0.056,0.3787878787878788,0.0018810159887384496
RENLY,0.136,0.4370629370629371,0.005635514980020659
RHAEGAR,0.016,0.36443148688046645,0.0
RHAEGO,0.032,0.32051282051282054,0.0
RICKARD_KARSTARK,0.024,0.34818941504178275,0.0
RICKARD_STARK,0.032,0.3968253968253968,0.00014459805427547364
RICKON,0.024,0.3462603878116344,0.0
ROBB,0.24,0.5122950819672131,0.08000074140585356
ROBERT,0.28800000000000003,0.5530973451327433,0.11039475684723862
ROBIN,0.056,0.38580246913580246,0.0003019655819685346
RODRIK,0.10400000000000001,0.45955882352941174,0.004323449682157413
ROOSE_BOLTON,0.008,0.38699690402476783,0.0
ROS,0.07200000000000001,0.44964028776978415,0.0005434094019433076
ROYCE,0.016,0.30193236714975846,0.0
RYGER_RIVERS,0.008,0.2777777777777778,0.0
SAM,0.096,0.36127167630057805,0.032404459339943216
SANSA,0.20800000000000002,0.4921259842519685,0.020139252788315375
SEPTA_MORDANE,0.048,0.4045307443365696,0.00020399851045012335
SHAE,0.024,0.35816618911174786,0.0
SHAGGA,0.032,0.35919540229885055,0.0
STABLE_BOY,0.008,0.3351206434316354,0.0
STANNIS,0.07200000000000001,0.4180602006688963,0.000929413533967614
STEFFON,0.008,0.38699690402476783,0.0
STEVRON_FREY,0.016,0.35919540229885055,0.0
SYRIO_FOREL,0.024,0.39556962025316456,0.0
THEON,0.152,0.4770992366412214,0.029618049244685814
TOBHO_MOTT,0.016,0.3894080996884735,0.0
TOMARD,0.024,0.3894080996884735,0.0
TOMMEN,0.016,0.3698224852071006,0.0
TYRION,0.328,0.5434782608695652,0.16302743524270866
TYSHA,0.016,0.36127167630057805,0.0
TYWIN,0.136,0.46296296296296297,0.02677170910885321
VARDIS_EGEN,0.048,0.382262996941896,0.0
VARLY,0.008,0.38699690402476783,0.0
VARYS,0.168,0.49603174603174605,0.025206960806052066
VISERYS,0.07200000000000001,0.3834355828220859,0.006276904240373081
WALDER,0.064,0.3834355828220859,0.03349493087557604
WAYMAR_ROYCE,0.008,0.30120481927710846,0.0
WILL,0.064,0.42955326460481097,0.04752162448557135
WINE_MERCHANT,0.032,0.32051282051282054,4.301075268817204e-05
YOREN,0.128,0.44964028776978415,0.003456312186592914
