Name,Degree,Closeness,Betweenness
AEGON,0.016260162601626018,0.2679738562091503,0.0
AERYS,0.04065040650406505,0.36283185840707965,0.023127571468933652
ANGUY,0.05691056910569106,0.3106060606060606,0.0002055967736362245
ARYA,0.13008130081300814,0.3954983922829582,0.045507869163535636
LITTLE_SAM,0.016260162601626018,0.2421259842519685,0.0
BALERION,0.008130081300813009,0.2662337662337662,0.0
BALON,0.04065040650406505,0.3342391304347826,0.003615494639085208
BARRISTAN,0.07317073170731708,0.3,0.03945442739761971
BERIC,0.06504065040650407,0.3445378151260504,0.0030835643170336216
BERT,0.008130081300813009,0.22862453531598512,0.0
BLACK_WALDER,0.04878048780487805,0.33791208791208793,3.8080006092800975e-05
BOROS,0.008130081300813009,0.24649298597194388,0.0
BRAN,0.13821138211382114,0.412751677852349,0.14802295374376237
BRANDON_STARK,0.016260162601626018,0.3297587131367292,0.00029803707332695726
BRIENNE,0.04065040650406505,0.3426183844011142,0.002468864269752609
BRONN,0.11382113821138212,0.33791208791208793,0.0025280455697269132
BRYNDEN,0.0894308943089431,0.3464788732394366,0.0006206791342736965
CATELYN,0.1788617886178862,0.4522058823529412,0.12351544108875671
CERSEI,0.1626016260162602,0.36070381231671556,0.018803524665905846
CRASTER,0.05691056910569106,0.2921615201900237,0.008145169638636724
DAARIO,0.05691056910569106,0.23563218390804597,0.0002026346990882185
DAENERYS,0.0975609756097561,0.29782082324455206,0.060330053624445844
DAREON,0.016260162601626018,0.24260355029585798,0.016260162601626015
DAVOS,0.0813008130081301,0.36176470588235293,0.06436231041974806
DESMOND,0.024390243902439025,0.3014705882352941,0.016260162601626015
DROGO,0.008130081300813009,0.22990654205607478,0.0
EDDISON_TOLLETT,0.04878048780487805,0.24404761904761904,0.0
EDMURE,0.12195121951219513,0.38801261829652994,0.012528544250114135
ELDRICK,0.008130081300813009,0.2320754716981132,0.0
FARMER,0.0813008130081301,0.30445544554455445,0.0
FREY_SEPTON,0.024390243902439025,0.28805620608899296,0.0
GENDRY,0.0894308943089431,0.35446685878962536,0.015199971918976273
GILLY,0.07317073170731708,0.3082706766917293,0.023611038790388835
GREIZHEN,0.032520325203252036,0.231203007518797,0.0
GRENN,0.04878048780487805,0.24404761904761904,0.0
GREY_WORM,0.04878048780487805,0.23518164435946462,8.20480131276821e-05
HIGH_SEPTON,0.0813008130081301,0.3333333333333333,0.0
HOBB,0.008130081300813009,0.19554848966613672,0.0
HODOR,0.0975609756097561,0.31297709923664124,0.0018193553555879208
HOSTER,0.032520325203252036,0.336986301369863,0.0
HOT_PIE,0.032520325203252036,0.30597014925373134,0.0
HOUND,0.11382113821138212,0.39171974522292996,0.01944289767853726
ILYN_PAYNE,0.04878048780487805,0.3504273504273504,0.0015107425669433317
JAIME,0.13821138211382114,0.41694915254237286,0.04352305667958167
JEOR,0.05691056910569106,0.2921615201900237,0.008145169638636724
JOANNA,0.008130081300813009,0.3106060606060606,0.0
JOFFREY,0.17073170731707318,0.4241379310344828,0.03617231071495405
JOJEN,0.11382113821138212,0.3649851632047478,0.034989786872416925
JON,0.15447154471544716,0.3904761904761905,0.13598714263346537
JORAH,0.0813008130081301,0.2963855421686747,0.038236080423543206
JOYEUSE,0.05691056910569106,0.3397790055248619,8.885334754986894e-05
KARL_TANNER,0.04878048780487805,0.24404761904761904,0.0
KRAZNYS_MO_NAKLOZ,0.04065040650406505,0.23473282442748092,9.393068169557572e-05
LITTLEFINGER,0.0813008130081301,0.33153638814016173,0.007159476953565767
LOCKE,0.04878048780487805,0.33064516129032256,0.0004591549623536826
LORAS,0.12195121951219513,0.3397790055248619,0.015912593181101872
LORD_OF_BONES,0.032520325203252036,0.2834101382488479,0.0
LOTHAR,0.06504065040650407,0.3407202216066482,8.885334754986894e-05
LYSA,0.016260162601626018,0.3145780051150895,0.0
MACE,0.024390243902439025,0.2645161290322581,0.0
MAESTER_AEMON,0.016260162601626018,0.2421259842519685,0.0
MAESTER_LUWIN,0.008130081300813009,0.29285714285714287,0.0
MANCE,0.04065040650406505,0.2840646651270208,3.332000533120085e-05
MAREI,0.008130081300813009,0.2949640287769784,0.0
MARGAERY,0.0975609756097561,0.335149863760218,0.003894542506781103
MARTYN,0.024390243902439025,0.3271276595744681,0.0026524217821453137
MATTHOS,0.008130081300813009,0.2662337662337662,0.0
MEERA,0.0975609756097561,0.31297709923664124,0.0018193553555879208
MELISANDRE,0.07317073170731708,0.33153638814016173,0.009918972068145985
MERO,0.04878048780487805,0.2320754716981132,2.6656004264960682e-05
MERRY,0.008130081300813009,0.28211009174311924,0.0
MERYN_TRANT,0.0813008130081301,0.32625994694960214,0.01827214854897272
MISSANDEI,0.0813008130081301,0.23699421965317918,0.001007392161182746
MOUNTAIN,0.04065040650406505,0.36283185840707965,0.0019429119672241333
MYCAH,0.008130081300813009,0.2840646651270208,0.0
MYRANDA,0.024390243902439025,0.2709251101321586,0.0
NED,0.13008130081300814,0.45555555555555555,0.17455490693263
OLENNA,0.12195121951219513,0.3514285714285714,0.01858805719832741
OLYVAR,0.016260162601626018,0.2567849686847599,2.6054741010863826e-05
