Name,Degree,Closeness,Betweenness
AEGON,0.0078125,0.2909204871060172,0.0
AERYS,0.03125,0.337313122923588,0.0001676965771671075
ALTON,0.0546875,0.35876766784452296,0.002826562245704782
AMORY,0.046875,0.30581701807228917,0.00048715444321882623
ARYA,0.2109375,0.4302171610169491,0.15104217250782007
BALON,0.0390625,0.345344387755102,0.00028417900190674556
BARRA,0.015625,0.2525652985074627,0.0
BENJEN,0.0078125,0.20552884615384617,0.0
BILLY,0.0078125,0.23889705882352943,0.0
BITER,0.03125,0.2934429190751445,0.0
BLACK_LORREN,0.0390625,0.2774077868852459,1.7575928008998873e-05
BOROS,0.0078125,0.31144555214723924,0.0
BRAN,0.1015625,0.3639112903225807,0.029562110304778604
BRIENNE,0.1015625,0.3639112903225807,0.004921080064985214
BRONN,0.1171875,0.3639112903225807,0.0033171978370674236
CAPTAINS_DAUGHTER,0.0078125,0.2736691374663073,0.0
CATELYN,0.1796875,0.443367903930131,0.06520519055130626
CERSEI,0.2421875,0.4472742290748899,0.06115998137352083
COLEN,0.0390625,0.30767045454545455,0.0
CRASTER,0.0546875,0.26648622047244097,0.014768818254842376
CRESSEN,0.03125,0.2876239376770538,0.0
DAENERYS,0.1015625,0.1015625,0.005167322834645669
DAGMER,0.078125,0.2909204871060172,0.0010034251119252823
DAISY,0.015625,0.3133680555555556,0.0
DAVOS,0.1171875,0.3626116071428571,0.03441323636275063
DONTOS,0.0234375,0.31433823529411764,0.0
DOREAH,0.0390625,0.06287202380952381,0.0
DROGO,0.015625,0.05501302083333333,0.0
DROWNED_PRIEST,0.0078125,0.2736691374663073,0.0
EDDISON_TOLLETT,0.046875,0.265788612565445,0.0006817119556297737
FARLEN,0.03125,0.2852001404494382,0.0
FATHER_SEAWORTH,0.0078125,0.25834923664122134,0.0
FREY_DAUGHTER,0.0078125,0.30038831360946744,0.0
GENDRY,0.078125,0.3384375,0.009017610966847243
GERARD,0.0078125,0.25639204545454547,0.0
GILLY,0.0390625,0.2513149752475247,6.151574803149606e-05
GRENN,0.03125,0.25007697044334976,0.0
HARREN,0.0078125,0.28926282051282054,0.0
HAYLENE,0.046875,0.3384375,0.0
HIGH_SEPTON,0.0078125,0.25069444444444444,0.0
HODOR,0.046875,0.2876239376770538,0.0
HOT_PIE,0.0625,0.296875,0.0005003280839895013
HOUND,0.109375,0.38752385496183206,0.003939060291017365
ILYN_PAYNE,0.0390625,0.31240384615384614,0.0
IRRI,0.0390625,0.06287202380952381,0.0
JACKS,0.0234375,0.31928066037735847,0.0
JAIME,0.140625,0.4212914937759336,0.05977063114030665
JANOS,0.0859375,0.35010775862068966,0.024016132561074686
JAQEN,0.0625,0.30767045454545455,0.0012217595506575094
JEOR,0.046875,0.3384375,0.04306253520107021
JOANNA,0.0078125,0.29862132352941173,0.0
JOFFREY,0.28125,0.47667253521126757,0.10049862632402745
JON,0.09375,0.3407088926174497,0.11087767788061645
JON_ARRYN,0.0234375,0.3254206730769231,8.483325166300805e-05
JORAH,0.0703125,0.07766544117647059,0.0004921259842519684
KEVAN,0.0234375,0.3133680555555556,0.0001913655560491523
KOVARRO,0.0625,0.07335069444444445,0.00024606299212598425
LANCEL,0.078125,0.3477097602739726,0.0007733685069112349
LITTLEFINGER,0.15625,0.4284018987341772,0.02288067034757203
LOMMY,0.03125,0.2934429190751445,2.4606299212598425e-05
LORAS,0.125,0.3920125482625483,0.009321367175978224
LYSA,0.0078125,0.31144555214723924,0.0
MAESTER_LUWIN,0.078125,0.2909204871060172,0.014454868681479088
MALAKKO,0.03125,0.06001420454545455,0.0
MANCE,0.0390625,0.25007697044334976,0.0003075787401574803
MANDON,0.03125,0.3361961920529801,0.0
MARGAERY,0.0703125,0.3430109797297297,0.001372375453402549
MARYA,0.0078125,0.25834923664122134,0.0
MATTHOS,0.0703125,0.3550043706293706,0.004050442080008291
MELESSA,0.0078125,0.2063643292682927,0.0
MELISANDRE,0.0625,0.31928066037735847,0.0008548454392903315
MERYN_TRANT,0.0625,0.3407088926174497,0.0006930321564918023
MHAEGEN,0.0234375,0.25382812499999996,0.00010252624671916009
MOUNTAIN,0.0390625,0.30489864864864863,0.0001815285839512346
MYRCELLA,0.078125,0.3477097602739726,0.015996627489578506
NED,0.15625,0.4615056818181818,0.10431444702553139
OSHA,0.0625,0.3285800970873786,0.0043351092540987604
PODRICK,0.0859375,0.3489046391752577,0.0006457516127791719
POLLIVER,0.046875,0.30581701807228917,0.0005108088243278461
PORTAN,0.0078125,0.2197646103896104,0.0
PROTESTER,0.0078125,0.31144555214723924,0.0
PYATT_PREE,0.0390625,0.06287202380952381,0.0
PYCELLE,0.109375,0.3665388086642599,0.006456749058711411
QHORIN,0.046875,0.2650946475195822,0.0016275797429714778
QUAITHE,0.0234375,0.057404891304347824,0.0
QUENT,0.0078125,0.30038831360946744,0.0
RAKHARO,0.0078125,0.0528125,0.0
RAMSAY,0.0078125,0.23448325635103925,0.0
RANDYLL,0.0078125,0.2063643292682927,0.0
LORD_OF_BONES,0.03125,0.2488511029411765,0.0
REGINALD,0.015625,0.3021763392857143,0.0
RENLY,0.1015625,0.35876766784452296,0.01621043932181221
RENNICK,0.0078125,0.30038831360946744,0.0
RHAEGO,0.015625,0.05501302083333333,0.0
RHAENYS,0.015625,0.2917564655172414,0.0
RICKARD_KARSTARK,0.0625,0.337313122923588,0.0019825138670088774
RICKON,0.078125,0.3254206730769231,0.018123727341651574
ROBB,0.21875,0.45125000000000004,0.11704699582237152
ROBERT,0.1171875,0.3981617647058824,0.017798102144355482
ROBIN,0.0234375,0.32438099041533547,0.0
RODRIK,0.0625,0.3465230375426621,0.009286901039022546
ROOSE_BOLTON,0.0390625,0.31728515625000003,0.01390255905511811
RORGE,0.0390625,0.29429347826086955,3.075787401574803e-05
ROS,0.046875,0.32438099041533547,0.004273196903205579
SALLADHOR,0.0234375,0.309546493902439,0.0
SAM,0.0703125,0.2678924802110818,0.028589356312585155
SANSA,0.1484375,0.4284018987341772,0.02201279295762214
SEPTON,0.015625,0.3021763392857143,0.0
SHAE,0.09375,0.35625,0.001412636651534868
SILK_KING,0.015625,0.05501302083333333,0.0
SPICE_KING,0.046875,0.06601562500000001,0.00024606299212598425
STANNIS,0.171875,0.4127286585365854,0.024570609238985765
SYRIO_FOREL,0.0078125,0.2909204871060172,0.0
TALISA,0.0625,0.34417372881355934,0.0040437334731396575
THEON,0.15625,0.39353197674418605,0.08555810575183234
TICKLER,0.0234375,0.2925972622478386,0.0
TIMETT,0.0234375,0.3153144409937888,0.0
TOMMEN,0.09375,0.3525390625,0.0015562828759585067
TORRHEN,0.0390625,0.3182797805642633,0.0013653557864925973
