#  i    Total    Potential    Kinetic    Temperature   Pressure
1189  -0.0495618   -2.29956       2.25        1.5     0.5888
1190  -0.0478996    -2.2979       2.25        1.5   0.591375
1191  -0.0465618   -2.29656       2.25        1.5   0.593288
1192  -0.0455696   -2.29557       2.25        1.5   0.594657
1193  -0.044934   -2.29493       2.25        1.5    0.59527
1194  -0.0446554   -2.29466       2.25        1.5   0.595125
1195  -0.0447237   -2.29472       2.25        1.5   0.594394
1196  -0.045118   -2.29512       2.25        1.5   0.593036
1197  -0.0458089   -2.29581       2.25        1.5   0.591217
1198  -0.0467613   -2.29676       2.25        1.5   0.588727
1199  -0.0479348   -2.29793       2.25        1.5   0.585714
1200  -0.049289   -2.29929       2.25        1.5   0.582366
1201  -0.0507805   -2.30078       2.25        1.5    0.57872
1202  -0.0523668   -2.30237       2.25        1.5   0.574887
1203  -0.0540095   -2.30401       2.25        1.5   0.570898
1204  -0.0556749   -2.30567       2.25        1.5   0.566888
1205  -0.0573346   -2.30733       2.25        1.5   0.562717
1206  -0.0589641   -2.30896       2.25        1.5   0.558776
1207  -0.0605464   -2.31055       2.25        1.5   0.554557
1208  -0.0620681   -2.31207       2.25        1.5   0.550704
1209  -0.0635198   -2.31352       2.25        1.5   0.546654
1210  -0.0648976    -2.3149       2.25        1.5   0.542611
1211  -0.0662002    -2.3162       2.25        1.5   0.538812
1212  -0.0674289   -2.31743       2.25        1.5   0.534985
1213  -0.0685879   -2.31859       2.25        1.5   0.531472
1214  -0.0696826   -2.31968       2.25        1.5   0.528035
1215  -0.0707209   -2.32072       2.25        1.5   0.524467
1216  -0.0717116   -2.32171       2.25        1.5   0.520988
1217  -0.0726629   -2.32266       2.25        1.5   0.517585
1218  -0.0735842   -2.32358       2.25        1.5   0.514125
1219  -0.0744858   -2.32449       2.25        1.5   0.510904
1220  -0.0753763   -2.32538       2.25        1.5   0.507481
1221  -0.0762639   -2.32626       2.25        1.5   0.504112
1222  -0.0771592   -2.32716       2.25        1.5    0.50086
1223  -0.07807   -2.32807       2.25        1.5   0.497403
1224  -0.0790024     -2.329       2.25        1.5   0.493844
1225  -0.0799638   -2.32996       2.25        1.5   0.490136
1226  -0.0809599   -2.33096       2.25        1.5   0.486499
1227  -0.0819962     -2.332       2.25        1.5   0.482656
1228  -0.0830768   -2.33308       2.25        1.5   0.478677
1229  -0.0842063   -2.33421       2.25        1.5   0.474827
1230  -0.0853867   -2.33539       2.25        1.5     0.4706
1231  -0.0866191   -2.33662       2.25        1.5   0.466228
1232  -0.0879048    -2.3379       2.25        1.5   0.462095
1233  -0.0892429   -2.33924       2.25        1.5   0.457586
1234  -0.090634   -2.34063       2.25        1.5   0.453089
1235  -0.0920754   -2.34208       2.25        1.5   0.448377
1236  -0.0935659   -2.34357       2.25        1.5   0.443572
1237  -0.0951006    -2.3451       2.25        1.5   0.438642
1238  -0.0966762   -2.34668       2.25        1.5   0.434061
1239  -0.0982879   -2.34829       2.25        1.5   0.429064
1240  -0.0999292   -2.34993       2.25        1.5   0.423973
1241  -0.101595   -2.35159       2.25        1.5   0.418838
1242  -0.103278   -2.35328       2.25        1.5   0.413711
1243  -0.104973   -2.35497       2.25        1.5   0.408526
1244  -0.106674   -2.35667       2.25        1.5   0.403297
1245  -0.108373   -2.35837       2.25        1.5   0.398193
1246  -0.110064   -2.36006       2.25        1.5   0.393035
1247  -0.111739   -2.36174       2.25        1.5   0.388069
1248  -0.113392   -2.36339       2.25        1.5    0.38296
1249  -0.115014   -2.36501       2.25        1.5   0.378034
1250   -0.1166    -2.3666       2.25        1.5   0.373342
1251  -0.118141   -2.36814       2.25        1.5   0.368627
1252  -0.119631   -2.36963       2.25        1.5   0.363942
1253  -0.121065   -2.37107       2.25        1.5   0.359569
1254  -0.122437   -2.37244       2.25        1.5   0.355209
1255  -0.123742   -2.37374       2.25        1.5   0.350914
1256  -0.124974   -2.37497       2.25        1.5   0.346848
1257  -0.126129   -2.37613       2.25        1.5   0.342903
1258  -0.127203    -2.3772       2.25        1.5    0.33909
1259  -0.128191   -2.37819       2.25        1.5   0.335532
1260  -0.12909   -2.37909       2.25        1.5   0.332082
1261   -0.1299    -2.3799       2.25        1.5   0.328743
1262  -0.130618   -2.38062       2.25        1.5   0.325676
1263  -0.131242   -2.38124       2.25        1.5   0.322767
1264  -0.131772   -2.38177       2.25        1.5   0.320138
1265  -0.132204    -2.3822       2.25        1.5   0.317637
1266  -0.132538   -2.38254       2.25        1.5    0.31538
1267  -0.132775   -2.38277       2.25        1.5    0.31337
1268  -0.132914   -2.38291       2.25        1.5   0.311683
1269  -0.132956   -2.38296       2.25        1.5   0.309973
1270  -0.132901    -2.3829       2.25        1.5   0.308508
1271  -0.13275   -2.38275       2.25        1.5   0.307366
1272  -0.132503    -2.3825       2.25        1.5   0.306237
1273  -0.132162   -2.38216       2.25        1.5   0.305428
1274  -0.131725   -2.38173       2.25        1.5   0.304902
1275  -0.131194   -2.38119       2.25        1.5   0.304695
1276  -0.130569   -2.38057       2.25        1.5   0.304613
1277  -0.12985   -2.37985       2.25        1.5     0.3045
1278  -0.129036   -2.37904       2.25        1.5   0.304781
1279  -0.12813   -2.37813       2.25        1.5   0.305144
1280  -0.127131   -2.37713       2.25        1.5   0.305665
1281  -0.126041   -2.37604       2.25        1.5   0.306496
1282  -0.124861   -2.37486       2.25        1.5   0.307517
1283  -0.123595   -2.37359       2.25        1.5   0.308838
1284  -0.122244   -2.37224       2.25        1.5   0.310299
1285  -0.120812   -2.37081       2.25        1.5   0.311933
1286  -0.119302    -2.3693       2.25        1.5   0.313345
1287  -0.11772   -2.36772       2.25        1.5   0.315066
1288  -0.116069   -2.36607       2.25        1.5   0.317165
1289  -0.114356   -2.36436       2.25        1.5   0.319244
1290  -0.112586   -2.36259       2.25        1.5   0.321561
1291  -0.110767   -2.36077       2.25        1.5   0.323949
1292  -0.108904    -2.3589       2.25        1.5   0.326357
1293  -0.107005     -2.357       2.25        1.5    0.32912
1294  -0.105072   -2.35507       2.25        1.5   0.331843
1295  -0.103112   -2.35311       2.25        1.5    0.33463
1296  -0.101129   -2.35113       2.25        1.5   0.337512
1297  -0.0991254   -2.34913       2.25        1.5   0.340327
1298  -0.0971031    -2.3471       2.25        1.5   0.343226
1299  -0.0950617   -2.34506       2.25        1.5    0.34613
1300    -0.093     -2.343       2.25        1.5      0.349
1301  -0.0909156   -2.34092       2.25        1.5   0.352033
1302  -0.0888048    -2.3388       2.25        1.5   0.355078
1303  -0.086662   -2.33666       2.25        1.5   0.358142
1304  -0.0844809   -2.33448       2.25        1.5   0.361389
1305  -0.0822551   -2.33226       2.25        1.5   0.364516
1306  -0.0799787   -2.32998       2.25        1.5   0.368075
1307  -0.0776452   -2.32765       2.25        1.5   0.371337
1308  -0.0752502   -2.32525       2.25        1.5   0.374773
1309  -0.0727903   -2.32279       2.25        1.5   0.378539
1310  -0.0702641   -2.32026       2.25        1.5   0.382326
1311  -0.0676727   -2.31767       2.25        1.5   0.386089
1312  -0.0650214   -2.31502       2.25        1.5   0.390086
1313  -0.0623208   -2.31232       2.25        1.5   0.394142
1314  -0.0595853   -2.30959       2.25        1.5   0.397958
1315  -0.056834   -2.30683       2.25        1.5   0.401729
1316  -0.0540914   -2.30409       2.25        1.5   0.405759
1317  -0.0513885   -2.30139       2.25        1.5   0.409641
1318  -0.0487621   -2.29876       2.25        1.5   0.413272
1319  -0.0462543   -2.29625       2.25        1.5   0.416771
1320  -0.0439099   -2.29391       2.25        1.5   0.419825
1321  -0.0417774   -2.29178       2.25        1.5   0.422544
1322  -0.0399049    -2.2899       2.25        1.5   0.424803
1323  -0.0383399   -2.28834       2.25        1.5   0.426442
1324  -0.0371262   -2.28713       2.25        1.5   0.427465
1325  -0.0363017    -2.2863       2.25        1.5   0.427688
1326  -0.0358957    -2.2859       2.25        1.5   0.426986
1327  -0.0359279   -2.28593       2.25        1.5   0.425595
1328  -0.0364042    -2.2864       2.25        1.5   0.423466
1329  -0.0373218   -2.28732       2.25        1.5   0.420373
1330  -0.038666   -2.28867       2.25        1.5   0.416382
1331  -0.0404133   -2.29041       2.25        1.5   0.411768
1332  -0.0425301   -2.29253       2.25        1.5   0.406551
1333  -0.0449761   -2.29498       2.25        1.5   0.400765
1334  -0.0477055   -2.29771       2.25        1.5   0.394489
1335  -0.0506727   -2.30067       2.25        1.5   0.387495
1336  -0.0538315   -2.30383       2.25        1.5   0.380371
1337  -0.0571365   -2.30714       2.25        1.5   0.372849
1338  -0.0605448   -2.31054       2.25        1.5   0.365471
1339  -0.0640172   -2.31402       2.25        1.5   0.357652
1340  -0.067519   -2.31752       2.25        1.5   0.349765
1341  -0.0710177   -2.32102       2.25        1.5   0.341909
1342  -0.0744875   -2.32449       2.25        1.5    0.33394
1343  -0.0779038    -2.3279       2.25        1.5   0.326368
1344  -0.0812468   -2.33125       2.25        1.5   0.318808
1345  -0.0844994    -2.3345       2.25        1.5   0.311253
1346  -0.0876478   -2.33765       2.25        1.5   0.303926
1347  -0.0906813   -2.34068       2.25        1.5   0.296965
1348  -0.0935895   -2.34359       2.25        1.5    0.29016
1349  -0.0963647   -2.34636       2.25        1.5   0.283411
1350  -0.0990011     -2.349       2.25        1.5   0.277119
1351  -0.101494   -2.35149       2.25        1.5   0.271062
1352  -0.103841   -2.35384       2.25        1.5   0.265441
1353  -0.10604   -2.35604       2.25        1.5   0.260185
1354  -0.108092   -2.35809       2.25        1.5   0.254949
1355  -0.109997      -2.36       2.25        1.5   0.250468
1356  -0.111757   -2.36176       2.25        1.5   0.246083
1357  -0.113374   -2.36337       2.25        1.5   0.241754
1358  -0.114851   -2.36485       2.25        1.5   0.237827
1359  -0.11619   -2.36619       2.25        1.5   0.234256
1360  -0.117396    -2.3674       2.25        1.5   0.230879
1361  -0.118476   -2.36848       2.25        1.5   0.227806
1362  -0.119435   -2.36943       2.25        1.5    0.22491
1363  -0.120278   -2.37028       2.25        1.5   0.222259
1364  -0.121013   -2.37101       2.25        1.5   0.219881
1365  -0.121644   -2.37164       2.25        1.5   0.217649
1366  -0.122181   -2.37218       2.25        1.5   0.215783
1367  -0.122631   -2.37263       2.25        1.5      0.214
1368  -0.122998     -2.373       2.25        1.5   0.212327
1369  -0.12329   -2.37329       2.25        1.5   0.210753
1370  -0.123514   -2.37351       2.25        1.5   0.209421
1371  -0.123675   -2.37367       2.25        1.5   0.208126
1372  -0.123779   -2.37378       2.25        1.5   0.207244
1373  -0.123832   -2.37383       2.25        1.5   0.206494
1374  -0.123841   -2.37384       2.25        1.5   0.205748
1375  -0.12381   -2.37381       2.25        1.5   0.205074
1376  -0.123745   -2.37375       2.25        1.5   0.204502
1377  -0.123651   -2.37365       2.25        1.5   0.204138
1378  -0.12353   -2.37353       2.25        1.5   0.203744
1379  -0.123386   -2.37339       2.25        1.5   0.203506
1380  -0.123223   -2.37322       2.25        1.5   0.203145
1381  -0.123045   -2.37304       2.25        1.5   0.202924
1382  -0.122855   -2.37285       2.25        1.5   0.202916
1383  -0.122655   -2.37265       2.25        1.5   0.202882
1384  -0.122448   -2.37245       2.25        1.5   0.203011
1385  -0.122235   -2.37224       2.25        1.5   0.203182
1386  -0.12202   -2.37202       2.25        1.5   0.203195
1387  -0.121805    -2.3718       2.25        1.5   0.203202
1388  -0.121592   -2.37159       2.25        1.5   0.203428
1389  -0.121384   -2.37138       2.25        1.5    0.20352
1390  -0.121184   -2.37118       2.25        1.5   0.203745
1391  -0.120992   -2.37099       2.25        1.5    0.20406
1392  -0.120812   -2.37081       2.25        1.5   0.204228
1393  -0.120644   -2.37064       2.25        1.5   0.204478
1394  -0.120491   -2.37049       2.25        1.5   0.204805
1395  -0.120355   -2.37035       2.25        1.5   0.204973
1396  -0.120237   -2.37024       2.25        1.5   0.205133
1397  -0.120141   -2.37014       2.25        1.5   0.205669
1398  -0.120066   -2.37007       2.25        1.5   0.206075
1399  -0.120013   -2.37001       2.25        1.5   0.206389
1400  -0.119983   -2.36998       2.25        1.5    0.20661
1401  -0.119974   -2.36997       2.25        1.5   0.206624
1402  -0.119987   -2.36999       2.25        1.5   0.206664
1403  -0.120019   -2.37002       2.25        1.5    0.20685
1404  -0.120067   -2.37007       2.25        1.5   0.206876
1405  -0.120127   -2.37013       2.25        1.5    0.20706
1406  -0.120193   -2.37019       2.25        1.5   0.207138
1407  -0.120263   -2.37026       2.25        1.5    0.20739
1408  -0.120329   -2.37033       2.25        1.5   0.207632
1409  -0.120388   -2.37039       2.25        1.5   0.207836
1410  -0.120431   -2.37043       2.25        1.5   0.208091
1411  -0.120451   -2.37045       2.25        1.5   0.208332
1412  -0.120442   -2.37044       2.25        1.5    0.20861
1413  -0.120396    -2.3704       2.25        1.5   0.209015
1414  -0.120307   -2.37031       2.25        1.5   0.209636
1415  -0.120169   -2.37017       2.25        1.5   0.210483
1416  -0.119975   -2.36998       2.25        1.5   0.211335
1417  -0.119721   -2.36972       2.25        1.5   0.212393
1418  -0.119404    -2.3694       2.25        1.5   0.213471
1419  -0.119021   -2.36902       2.25        1.5   0.214729
1420  -0.11857   -2.36857       2.25        1.5   0.216132
1421  -0.11805   -2.36805       2.25        1.5   0.217758
1422  -0.117461   -2.36746       2.25        1.5     0.2193
1423  -0.116804    -2.3668       2.25        1.5   0.221257
1424  -0.11608   -2.36608       2.25        1.5   0.223318
1425  -0.115293   -2.36529       2.25        1.5   0.225399
1426  -0.114447   -2.36445       2.25        1.5   0.227572
1427  -0.113546   -2.36355       2.25        1.5   0.229945
1428  -0.112596    -2.3626       2.25        1.5   0.232702
1429  -0.111602    -2.3616       2.25        1.5   0.235139
1430  -0.110569   -2.36057       2.25        1.5   0.237824
1431  -0.109503    -2.3595       2.25        1.5    0.24071
1432  -0.108408   -2.35841       2.25        1.5   0.243516
1433  -0.107292   -2.35729       2.25        1.5    0.24631
1434  -0.106158   -2.35616       2.25        1.5   0.249238
1435  -0.105011   -2.35501       2.25        1.5   0.251981
1436  -0.103856   -2.35386       2.25        1.5   0.254996
1437  -0.102695   -2.35269       2.25        1.5   0.258239
1438  -0.101531   -2.35153       2.25        1.5    0.26124
1439  -0.100369   -2.35037       2.25        1.5   0.264381
1440  -0.0992069   -2.34921       2.25        1.5   0.267426
1441  -0.0980479   -2.34805       2.25        1.5   0.270605
1442  -0.0968927   -2.34689       2.25        1.5   0.273684
1443  -0.0957424   -2.34574       2.25        1.5   0.276893
1444  -0.0945973    -2.3446       2.25        1.5   0.280075
1445  -0.0934573   -2.34346       2.25        1.5   0.283384
1446  -0.0923243   -2.34232       2.25        1.5    0.28647
1447  -0.0911993    -2.3412       2.25        1.5   0.289522
1448  -0.0900848   -2.34008       2.25        1.5   0.292653
1449  -0.0889832   -2.33898       2.25        1.5   0.296013
1450  -0.0878969    -2.3379       2.25        1.5   0.299093
1451  -0.0868317   -2.33683       2.25        1.5   0.302429
1452  -0.0857898   -2.33579       2.25        1.5   0.305626
1453  -0.0847742   -2.33477       2.25        1.5   0.308756
1454  -0.0837897   -2.33379       2.25        1.5   0.311849
1455  -0.0828413   -2.33284       2.25        1.5   0.314899
1456  -0.0819309   -2.33193       2.25        1.5   0.317899
1457  -0.0810608   -2.33106       2.25        1.5   0.320845
1458  -0.0802337   -2.33023       2.25        1.5   0.323695
1459  -0.0794506   -2.32945       2.25        1.5   0.326484
1460  -0.0787128   -2.32871       2.25        1.5   0.329327
1461  -0.0780172   -2.32802       2.25        1.5   0.332152
1462  -0.0773608   -2.32736       2.25        1.5   0.334769
1463  -0.0767403   -2.32674       2.25        1.5   0.337532
1464  -0.0761484   -2.32615       2.25        1.5   0.340182
1465  -0.0755782   -2.32558       2.25        1.5   0.342729
1466  -0.0750224   -2.32502       2.25        1.5   0.345302
1467  -0.0744721   -2.32447       2.25        1.5   0.347762
1468  -0.0739181   -2.32392       2.25        1.5    0.35024
1469  -0.0733503   -2.32335       2.25        1.5   0.352868
1470  -0.0727594   -2.32276       2.25        1.5    0.35547
1471  -0.0721341   -2.32213       2.25        1.5   0.358062
1472  -0.0714633   -2.32146       2.25        1.5   0.360856
1473  -0.0707382   -2.32074       2.25        1.5    0.36375
1474  -0.0699504   -2.31995       2.25        1.5   0.366681
1475  -0.0690922   -2.31909       2.25        1.5   0.369892
1476  -0.0681577   -2.31816       2.25        1.5   0.373161
1477  -0.0671415   -2.31714       2.25        1.5   0.376766
1478  -0.0660403   -2.31604       2.25        1.5   0.380363
1479  -0.064853   -2.31485       2.25        1.5   0.383991
1480  -0.0635806   -2.31358       2.25        1.5   0.387881
1481  -0.0622259   -2.31223       2.25        1.5   0.392064
1482  -0.0607922   -2.31079       2.25        1.5   0.396261
1483  -0.0592857   -2.30929       2.25        1.5   0.400614
1484  -0.0577141   -2.30771       2.25        1.5   0.404721
1485  -0.0560892   -2.30609       2.25        1.5   0.409062
1486  -0.0544211   -2.30442       2.25        1.5   0.413502
1487  -0.052724   -2.30272       2.25        1.5   0.418052
1488  -0.0510128   -2.30101       2.25        1.5   0.422569
1489  -0.0493037    -2.2993       2.25        1.5   0.426983
1490  -0.0476148   -2.29761       2.25        1.5   0.431262
1491  -0.0459631   -2.29596       2.25        1.5   0.435838
1492  -0.044367   -2.29437       2.25        1.5   0.440175
1493  -0.0428438   -2.29284       2.25        1.5     0.4442
1494  -0.041412   -2.29141       2.25        1.5   0.448074
1495  -0.0400883   -2.29009       2.25        1.5    0.45157
1496  -0.0388905   -2.28889       2.25        1.5   0.455083
1497  -0.0378363   -2.28784       2.25        1.5    0.45804
1498  -0.0369413   -2.28694       2.25        1.5   0.460914
1499  -0.0362192   -2.28622       2.25        1.5   0.463526
1500  -0.0356824   -2.28568       2.25        1.5    0.46562
1501  -0.035343   -2.28534       2.25        1.5    0.46729
1502  -0.0352107   -2.28521       2.25        1.5   0.468518
1503  -0.0352958    -2.2853       2.25        1.5   0.469326
1504  -0.0356038    -2.2856       2.25        1.5   0.469821
1505  -0.0361384   -2.28614       2.25        1.5   0.469724
1506  -0.0369022    -2.2869       2.25        1.5   0.469148
1507  -0.0378933   -2.28789       2.25        1.5   0.468252
1508  -0.039108   -2.28911       2.25        1.5   0.466965
1509  -0.0405396   -2.29054       2.25        1.5   0.465223
1510  -0.0421788   -2.29218       2.25        1.5     0.4632
1511  -0.0440133   -2.29401       2.25        1.5   0.460724
1512  -0.0460267   -2.29603       2.25        1.5   0.457866
1513  -0.0482002    -2.2982       2.25        1.5   0.454427
1514  -0.0505125   -2.30051       2.25        1.5   0.450989
1515  -0.0529407   -2.30294       2.25        1.5   0.447401
1516  -0.0554598   -2.30546       2.25        1.5   0.443631
1517  -0.058044   -2.30804       2.25        1.5   0.439533
1518  -0.0606681   -2.31067       2.25        1.5   0.435387
1519  -0.0633043    -2.3133       2.25        1.5   0.431359
1520  -0.0659261   -2.31593       2.25        1.5   0.427304
1521  -0.0685086   -2.31851       2.25        1.5   0.423308
1522  -0.0710301   -2.32103       2.25        1.5   0.419179
1523  -0.0734685   -2.32347       2.25        1.5   0.415347
1524  -0.075803    -2.3258       2.25        1.5    0.41181
1525  -0.0780163   -2.32802       2.25        1.5   0.408446
1526  -0.0800955    -2.3301       2.25        1.5   0.405515
1527  -0.0820282   -2.33203       2.25        1.5   0.402461
1528  -0.083803    -2.3338       2.25        1.5   0.399883
1529  -0.0854139   -2.33541       2.25        1.5   0.397564
1530  -0.0868563   -2.33686       2.25        1.5   0.395592
1531  -0.0881282   -2.33813       2.25        1.5   0.393855
1532  -0.089231   -2.33923       2.25        1.5   0.392548
1533  -0.0901677   -2.34017       2.25        1.5   0.391513
1534  -0.0909423   -2.34094       2.25        1.5   0.390822
1535  -0.0915602   -2.34156       2.25        1.5   0.390505
1536  -0.0920298   -2.34203       2.25        1.5   0.390316
1537  -0.0923605   -2.34236       2.25        1.5   0.390359
1538  -0.0925618   -2.34256       2.25        1.5   0.390694
1539  -0.0926431   -2.34264       2.25        1.5   0.391267
1540  -0.0926139   -2.34261       2.25        1.5     0.3921
1541  -0.0924841   -2.34248       2.25        1.5   0.393061
1542  -0.0922658   -2.34227       2.25        1.5   0.394479
1543  -0.0919654   -2.34197       2.25        1.5     0.3958
1544  -0.0915914   -2.34159       2.25        1.5   0.397166
1545  -0.0911489   -2.34115       2.25        1.5   0.398758
1546  -0.0906429   -2.34064       2.25        1.5   0.400299
1547  -0.0900765   -2.34008       2.25        1.5   0.402284
1548  -0.0894522   -2.33945       2.25        1.5   0.404438
1549  -0.0887701   -2.33877       2.25        1.5    0.40676
1550  -0.0880284   -2.33803       2.25        1.5   0.409135
1551  -0.0872261   -2.33723       2.25        1.5   0.411524
1552  -0.0863609   -2.33636       2.25        1.5   0.414203
1553  -0.0854287   -2.33543       2.25        1.5   0.417098
1554  -0.0844265   -2.33443       2.25        1.5   0.420058
1555  -0.0833511   -2.33335       2.25        1.5   0.423203
1556  -0.0822008    -2.3322       2.25        1.5   0.426575
1557  -0.0809744   -2.33097       2.25        1.5   0.430018
1558  -0.0796704   -2.32967       2.25        1.5   0.433379
1559  -0.0782882   -2.32829       2.25        1.5   0.436967
1560  -0.0768306   -2.32683       2.25        1.5   0.440698
1561  -0.0752996    -2.3253       2.25        1.5   0.444682
1562  -0.0736986    -2.3237       2.25        1.5   0.448601
1563  -0.072033   -2.32203       2.25        1.5   0.452755
1564  -0.0703099   -2.32031       2.25        1.5   0.457011
1565  -0.0685389   -2.31854       2.25        1.5   0.461314
1566  -0.0667301   -2.31673       2.25        1.5   0.465683
1567  -0.0648939   -2.31489       2.25        1.5   0.470253
1568  -0.0630426   -2.31304       2.25        1.5   0.474767
1569  -0.0611884   -2.31119       2.25        1.5   0.479204
1570  -0.0593461   -2.30935       2.25        1.5   0.483767
1571  -0.0575293   -2.30753       2.25        1.5   0.488279
1572  -0.0557506   -2.30575       2.25        1.5   0.492635
1573  -0.054023   -2.30402       2.25        1.5   0.496929
1574  -0.052359   -2.30236       2.25        1.5   0.501175
1575  -0.0507697   -2.30077       2.25        1.5   0.505161
1576  -0.0492643   -2.29926       2.25        1.5   0.508905
1577  -0.0478505   -2.29785       2.25        1.5   0.512394
1578  -0.0465344   -2.29653       2.25        1.5   0.515965
1579  -0.0453195   -2.29532       2.25        1.5   0.519222
1580  -0.0442073   -2.29421       2.25        1.5   0.522316
1581  -0.0431968    -2.2932       2.25        1.5    0.52521
1582  -0.0422859   -2.29229       2.25        1.5   0.527985
1583  -0.0414697   -2.29147       2.25        1.5   0.530492
1584  -0.0407422   -2.29074       2.25        1.5   0.532626
1585  -0.0400957    -2.2901       2.25        1.5   0.534941
1586  -0.0395217   -2.28952       2.25        1.5   0.537064
1587  -0.0390108   -2.28901       2.25        1.5   0.538895
1588  -0.0385534   -2.28855       2.25        1.5   0.540604
1589  -0.0381411   -2.28814       2.25        1.5    0.54205
1590  -0.0377655   -2.28777       2.25        1.5   0.543558
1591  -0.037419   -2.28742       2.25        1.5    0.54483
1592  -0.0370978    -2.2871       2.25        1.5   0.545913
1593  -0.0367963    -2.2868       2.25        1.5   0.547087
1594  -0.0365107   -2.28651       2.25        1.5   0.548279
1595  -0.0362397   -2.28624       2.25        1.5   0.549454
1596  -0.0359834   -2.28598       2.25        1.5   0.550649
1597  -0.035746   -2.28575       2.25        1.5   0.551474
1598  -0.035529   -2.28553       2.25        1.5   0.552737
1599  -0.0353366   -2.28534       2.25        1.5   0.553735
1600  -0.0351736   -2.28517       2.25        1.5   0.554653
1601  -0.0350439   -2.28504       2.25        1.5   0.555406
1602  -0.0349526   -2.28495       2.25        1.5   0.556026
1603  -0.0349052   -2.28491       2.25        1.5   0.556502
1604  -0.0349053   -2.28491       2.25        1.5   0.556945
1605  -0.0349575   -2.28496       2.25        1.5   0.557309
1606  -0.0350653   -2.28507       2.25        1.5   0.557356
1607  -0.0352301   -2.28523       2.25        1.5   0.557626
1608  -0.035454   -2.28545       2.25        1.5   0.557499
1609  -0.0357358   -2.28574       2.25        1.5   0.557169
1610  -0.0360726   -2.28607       2.25        1.5   0.556874
1611  -0.0364612   -2.28646       2.25        1.5    0.55635
1612  -0.0368977    -2.2869       2.25        1.5    0.55572
1613  -0.0373757   -2.28738       2.25        1.5   0.555073
1614  -0.0378899   -2.28789       2.25        1.5   0.554266
1615  -0.0384336   -2.28843       2.25        1.5   0.553544
1616  -0.0389991     -2.289       2.25        1.5    0.55265
1617  -0.0395764   -2.28958       2.25        1.5   0.551795
1618  -0.0401571   -2.29016       2.25        1.5   0.550879
1619  -0.040733   -2.29073       2.25        1.5   0.549878
1620  -0.0412953    -2.2913       2.25        1.5   0.548887
1621  -0.0418355   -2.29184       2.25        1.5    0.54796
1622  -0.0423463   -2.29235       2.25        1.5   0.546996
1623  -0.0428182   -2.29282       2.25        1.5   0.546243
1624  -0.0432428   -2.29324       2.25        1.5   0.545562
1625  -0.0436127   -2.29361       2.25        1.5   0.544889
1626  -0.0439211   -2.29392       2.25        1.5   0.544509
1627  -0.0441612   -2.29416       2.25        1.5   0.544317
1628  -0.0443279   -2.29433       2.25        1.5   0.544094
1629  -0.0444134   -2.29441       2.25        1.5   0.543853
1630  -0.0444121   -2.29441       2.25        1.5   0.544106
1631  -0.0443191   -2.29432       2.25        1.5   0.544399
1632  -0.0441275   -2.29413       2.25        1.5   0.544589
1633  -0.043834   -2.29383       2.25        1.5    0.54507
1634  -0.0434349   -2.29343       2.25        1.5   0.545693
1635  -0.0429266   -2.29293       2.25        1.5   0.546657
1636  -0.0423075   -2.29231       2.25        1.5   0.547695
1637  -0.0415771   -2.29158       2.25        1.5   0.548924
1638  -0.0407351   -2.29074       2.25        1.5    0.55046
1639  -0.0397837   -2.28978       2.25        1.5   0.551951
1640  -0.0387243   -2.28872       2.25        1.5    0.55378
1641  -0.0375613   -2.28756       2.25        1.5   0.555937
1642  -0.0362999    -2.2863       2.25        1.5   0.557872
1643  -0.0349456   -2.28495       2.25        1.5   0.560269
1644  -0.0335075   -2.28351       2.25        1.5   0.562687
1645  -0.0319944   -2.28199       2.25        1.5   0.565186
1646  -0.0304158   -2.28042       2.25        1.5   0.567942
1647  -0.0287827   -2.27878       2.25        1.5   0.570897
1648  -0.0271066   -2.27711       2.25        1.5   0.573835
1649  -0.025397    -2.2754       2.25        1.5   0.576661
1650  -0.0236653   -2.27367       2.25        1.5   0.579663
1651  -0.0219212   -2.27192       2.25        1.5   0.582395
1652  -0.0201742   -2.27017       2.25        1.5   0.585304
1653  -0.0184346   -2.26843       2.25        1.5   0.588215
1654  -0.0167116   -2.26671       2.25        1.5   0.591032
1655  -0.0150135   -2.26501       2.25        1.5   0.593817
1656  -0.0133496   -2.26335       2.25        1.5   0.596319
1657  -0.0117268   -2.26173       2.25        1.5   0.598794
1658  -0.0101544   -2.26015       2.25        1.5   0.601108
1659  -0.00864057   -2.25864       2.25        1.5   0.603324
1660  -0.00719236   -2.25719       2.25        1.5    0.60527
1661  -0.00581922   -2.25582       2.25        1.5     0.6072
1662  -0.00453208   -2.25453       2.25        1.5   0.608668
1663  -0.00334092   -2.25334       2.25        1.5   0.610199
1664  -0.00225551   -2.25226       2.25        1.5   0.611694
1665  -0.00128579   -2.25129       2.25        1.5   0.612865
1666  -0.000443247   -2.25044       2.25        1.5   0.613691
1667  0.000260782   -2.24974       2.25        1.5   0.614229
1668  0.000816526   -2.24918       2.25        1.5   0.614578
1669  0.0012147   -2.24879       2.25        1.5   0.614373
1670  0.00144753   -2.24855       2.25        1.5   0.613908
1671  0.00150779   -2.24849       2.25        1.5   0.613057
1672  0.00138986   -2.24861       2.25        1.5   0.611848
1673  0.00109218   -2.24891       2.25        1.5   0.610355
1674  0.000612514   -2.24939       2.25        1.5   0.608499
1675  -4.6813e-05   -2.25005       2.25        1.5   0.606359
1676  -0.000881527   -2.25088       2.25        1.5   0.603868
