#  i    Total    Potential    Kinetic    Temperature   Pressure
 320  -1.26958   -2.76958        1.5          1    37.5862
 321  -1.27508   -2.77508        1.5          1    37.5549
 322  -1.28032   -2.78032        1.5          1     37.525
 323  -1.28528   -2.78528        1.5          1    37.4971
 324  -1.28995   -2.78995        1.5          1      37.47
 325  -1.29431   -2.79431        1.5          1    37.4445
 326  -1.29834   -2.79834        1.5          1    37.4214
 327  -1.30204   -2.80204        1.5          1    37.3992
 328  -1.30538   -2.80538        1.5          1    37.3795
 329  -1.30837   -2.80837        1.5          1    37.3622
 330  -1.31098   -2.81098        1.5          1    37.3461
 331  -1.31321   -2.81321        1.5          1    37.3322
 332  -1.31507   -2.81507        1.5          1    37.3199
 333  -1.31655   -2.81655        1.5          1    37.3101
 334  -1.31767   -2.81767        1.5          1    37.3025
 335  -1.31844   -2.81844        1.5          1    37.2964
 336   -1.3189    -2.8189        1.5          1    37.2928
 337  -1.31909   -2.81909        1.5          1    37.2903
 338  -1.31903   -2.81903        1.5          1     37.289
 339   -1.3188    -2.8188        1.5          1    37.2885
 340  -1.31846   -2.81846        1.5          1    37.2885
 341  -1.31807   -2.81807        1.5          1    37.2882
 342   -1.3177    -2.8177        1.5          1    37.2883
 343  -1.31744   -2.81744        1.5          1    37.2881
 344  -1.31736   -2.81736        1.5          1    37.2865
 345  -1.31752   -2.81752        1.5          1    37.2837
 346  -1.31799   -2.81799        1.5          1    37.2799
 347  -1.31881   -2.81881        1.5          1    37.2752
 348  -1.32004   -2.82004        1.5          1    37.2671
 349  -1.32168   -2.82168        1.5          1    37.2564
 350  -1.32376   -2.82376        1.5          1    37.2431
 351  -1.32627   -2.82627        1.5          1    37.2271
 352  -1.32922   -2.82922        1.5          1      37.21
 353  -1.33257   -2.83257        1.5          1    37.1901
 354  -1.33631   -2.83631        1.5          1    37.1686
 355  -1.34041   -2.84041        1.5          1    37.1456
 356  -1.34482   -2.84482        1.5          1    37.1209
 357  -1.34953   -2.84953        1.5          1    37.0945
