#  i    Total    Potential    Kinetic    Temperature   Pressure
 375  -2.26614   -3.76614        1.5          1    31.9293
 376  -2.26714   -3.76714        1.5          1    31.9241
 377  -2.26778   -3.76778        1.5          1    31.9201
 378  -2.26805   -3.76805        1.5          1     31.919
 379  -2.26793   -3.76793        1.5          1    31.9207
 380  -2.26742   -3.76742        1.5          1    31.9245
 381  -2.26649   -3.76649        1.5          1    31.9302
 382  -2.26516   -3.76516        1.5          1    31.9386
 383  -2.26342   -3.76342        1.5          1     31.948
 384  -2.26128   -3.76128        1.5          1    31.9593
 385  -2.25877   -3.75877        1.5          1    31.9731
 386   -2.2559    -3.7559        1.5          1    31.9899
 387  -2.25271   -3.75271        1.5          1    32.0072
 388  -2.24923   -3.74923        1.5          1    32.0275
 389  -2.24552   -3.74552        1.5          1    32.0476
 390  -2.24162   -3.74162        1.5          1     32.069
 391  -2.23758   -3.73758        1.5          1    32.0914
 392  -2.23347   -3.73347        1.5          1    32.1133
 393  -2.22935   -3.72935        1.5          1     32.137
 394  -2.22528   -3.72528        1.5          1    32.1586
 395  -2.22131   -3.72131        1.5          1    32.1805
 396  -2.21752   -3.71752        1.5          1    32.2009
 397  -2.21395   -3.71395        1.5          1      32.22
 398  -2.21066   -3.71066        1.5          1    32.2389
 399  -2.20767   -3.70767        1.5          1    32.2553
 400  -2.20504   -3.70504        1.5          1    32.2699
 401  -2.20277   -3.70277        1.5          1    32.2824
 402  -2.20088   -3.70088        1.5          1    32.2926
 403  -2.19937   -3.69937        1.5          1    32.3012
 404  -2.19825   -3.69825        1.5          1     32.308
 405  -2.19748   -3.69748        1.5          1    32.3123
 406  -2.19705   -3.69705        1.5          1    32.3144
 407  -2.19693   -3.69693        1.5          1    32.3156
 408  -2.19708   -3.69708        1.5          1     32.315
 409  -2.19746   -3.69746        1.5          1    32.3128
 410  -2.19803   -3.69803        1.5          1    32.3093
 411  -2.19876   -3.69876        1.5          1    32.3053
 412   -2.1996    -3.6996        1.5          1    32.3009
 413  -2.20051   -3.70051        1.5          1    32.2955
 414  -2.20148   -3.70148        1.5          1    32.2893
 415  -2.20248   -3.70248        1.5          1    32.2838
 416  -2.20349   -3.70349        1.5          1    32.2789
 417  -2.20451   -3.70451        1.5          1    32.2726
 418  -2.20554   -3.70554        1.5          1    32.2665
 419  -2.20659   -3.70659        1.5          1    32.2598
 420  -2.20769   -3.70769        1.5          1    32.2538
 421  -2.20886   -3.70886        1.5          1    32.2468
 422  -2.21014   -3.71014        1.5          1    32.2384
 423  -2.21155   -3.71155        1.5          1    32.2293
 424  -2.21314   -3.71314        1.5          1    32.2187
 425  -2.21495   -3.71495        1.5          1    32.2066
 426  -2.21703   -3.71703        1.5          1    32.1941
 427  -2.21939   -3.71939        1.5          1    32.1801
 428  -2.22209   -3.72209        1.5          1    32.1634
 429  -2.22514   -3.72514        1.5          1    32.1455
 430  -2.22856   -3.72856        1.5          1    32.1249
 431  -2.23236   -3.73236        1.5          1    32.1027
 432  -2.23654   -3.73654        1.5          1    32.0784
 433  -2.24108   -3.74108        1.5          1    32.0512
 434  -2.24596   -3.74596        1.5          1    32.0228
 435  -2.25115   -3.75115        1.5          1    31.9931
 436   -2.2566    -3.7566        1.5          1    31.9622
 437  -2.26228   -3.76228        1.5          1      31.93
 438  -2.26811   -3.76811        1.5          1    31.8969
 439  -2.27405   -3.77405        1.5          1     31.863
 440  -2.28004   -3.78004        1.5          1    31.8291
 441    -2.286     -3.786        1.5          1    31.7959
 442  -2.29189   -3.79189        1.5          1    31.7632
 443  -2.29764   -3.79764        1.5          1    31.7302
 444  -2.30321   -3.80321        1.5          1    31.6992
 445  -2.30853   -3.80853        1.5          1    31.6685
 446  -2.31358   -3.81358        1.5          1      31.64
 447  -2.31833   -3.81833        1.5          1    31.6124
 448  -2.32273   -3.82273        1.5          1    31.5859
 449  -2.32679   -3.82679        1.5          1    31.5627
 450  -2.33049   -3.83049        1.5          1    31.5406
 451  -2.33384   -3.83384        1.5          1    31.5205
