11.10 607 F= -.71884584E+03 E0= -.71884584E+03 d E =-.197837E-04
11.25 594 F= -.72019079E+03 E0= -.72019079E+03 d E =-.925110E-05
11.40 495 F= -.72125048E+03 E0= -.72125048E+03 d E =-.193270E-04
11.65 412 F= -.72246955E+03 E0= -.72246955E+03 d E =-.926606E-05
11.80 5 F= -.72282849E+03 E0= -.72282849E+03 d E =-.404515E-04
11.95 249 F= -.72300902E+03 E0= -.72300902E+03 d E =-.334523E-04
12.10 290 F= -.72298965E+03 E0= -.72298965E+03 d E =-.164690E-04
12.25 268 F= -.72279338E+03 E0= -.72279338E+03 d E =-.294248E-04
12.40 365 F= -.72247214E+03 E0= -.72247214E+03 d E =-.703129E-05
